SampleID	Gtseq_Chr28_Geno	Pop_Structure_ID	CV_Fall	CV_Late_Fall	CV_Spring	CV_Winter	Tributary	ButteFall	FRHfall	FRHsp	MillDeerFall	SanJoaquinFall	ButteSp	MillDeerSp	ColemanLF	SacWin
BTC24_13_C_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.014	0.929	0	0.052	0.005	0	0	0	0
BTC24_13_C_6	EARLY	SPRING	1	0	0	0	Feather River Spring	0.136	0.786	0	0.077	0	0	0	0	0
BTC24_13_C_7	EARLY	SPRING	0.6	0	0.4	0	Feather River Spring	0.501	0.06	0	0.003	0.037	0.205	0.193	0	0
BTC24_13_C_8	EARLY	SPRING	1	0	0	0	Feather River Spring	0.744	0.23	0.001	0.024	0.001	0	0	0	0
BTC24_13_C_9	EARLY	SPRING	0.97	0	0.03	0	Feather River Spring	0.001	0.43	0.525	0.017	0	0	0.027	0	0
BTC24_14_B_1	LATE	FALL	1	0	0	0		0.159	0.263	0	0.549	0.029	0	0	0	0
BTC24_14_B_2	LATE	FALL	1	0	0	0		0.008	0.973	0	0.001	0.018	0	0	0	0
BTC24_14_B_3	LATE	FALL	1	0	0	0		0.096	0.871	0	0.018	0.016	0	0	0	0
BTC24_14_C_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.446	0.498	0.051	0	0	0.003	0	0.001	0
BTC24_14_C_2	LATE	FALL	1	0	0	0		0.002	0.292	0	0.002	0.704	0	0	0	0
BTC24_14_C_3	EARLY	SPRING	0.02	0	0.98	0	MillDeerSp	0	0.018	0	0.001	0	0	0.98	0	0
BTC24_14_C_4	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.984	0	0.001	0.013	0	0	0	0
BTC24_14_C_5	LATE	FALL	0.98	0.02	0	0		0.008	0.193	0	0.047	0.734	0	0	0.017	0
BTC24_14_C_6	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
BTC24_2_B_1	HETEROZYGOTE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
BTC24_2_D_1	LATE	FALL	0.58	0.42	0	0		0.028	0.11	0.001	0.065	0.376	0	0	0.42	0
BTC24_5_A_1	EARLY	SPRING	0.99	0.01	0	0	Feather River Spring	0.016	0.927	0.015	0.004	0.032	0	0	0.005	0
BTC24_5_A_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.982	0.01	0.001	0.006	0	0	0	0
BTC24_6_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.006	0.932	0.012	0.014	0.034	0.001	0	0	0
BTC24_6_A_10	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0	0	0	0.009	0.99	0	0
BTC24_6_A_11	EARLY	SPRING	0.96	0	0.04	0	Feather River Spring	0.698	0.235	0.02	0.002	0.002	0.039	0.004	0	0
BTC24_6_A_12	EARLY	SPRING	0.78	0	0.22	0	Feather River Spring	0.773	0.01	0	0	0	0.216	0	0.001	0
BTC24_6_A_13	EARLY	SPRING	0.86	0.03	0.11	0	Feather River Spring	0.303	0.49	0.001	0.068	0.001	0.026	0.082	0.03	0
BTC24_6_A_2	EARLY	SPRING	0.83	0	0.17	0	Feather River Spring	0.375	0.434	0.021	0	0	0.162	0.006	0	0
BTC24_6_A_3	EARLY	SPRING	0	0	1	0	MillDeerSp	0.001	0	0	0	0	0	0.998	0	0
BTC24_6_A_4	EARLY	SPRING	0.54	0.03	0.43	0	Feather River Spring	0.343	0.187	0.001	0.004	0	0.004	0.427	0.033	0
BTC24_6_A_5	EARLY	SPRING	0.13	0	0.87	0	ButteSp	0.123	0.001	0	0.003	0	0.655	0.218	0	0
BTC24_6_A_6	EARLY	SPRING	1	0	0	0	Feather River Spring	0.867	0.131	0	0.001	0	0	0	0	0
BTC24_6_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.999	0	0	0
BTC24_6_A_8	EARLY	SPRING	0	0	0.99	0	MillDeerSp	0.001	0	0	0.001	0	0.059	0.936	0.003	0
BTC24_6_A_9	EARLY	SPRING	0.14	0	0.86	0	ButteSp	0.124	0.015	0.001	0	0	0.836	0.024	0	0
BTC24_9_A_1	LATE	FALL	1	0	0	0		0	0.003	0	0.94	0.056	0	0	0	0
BTC24_9_A_2	LATE	FALL	1	0	0	0		0	0.056	0	0.085	0.859	0	0	0	0
BUT24_10_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_B_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_C_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_10_C_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_11_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_11_C_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_11_C_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_12_B_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0.001	0	0	0	0.999	0	0	0
BUT24_12_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_12_C_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_12_C_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_12_D_1	EARLY	SPRING	0	0	1	0	ButteSp	0.001	0	0	0	0	0.998	0.001	0	0
BUT24_13_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_13_D_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_13_D_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_13_D_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_13_D_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_13_D_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_14_D_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_14_D_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_14_D_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_3_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_3_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_3_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_3_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_3_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_4_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_4_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_4_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_4_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_4_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_5_A_9	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_6_A_1	EARLY	SPRING	0.99	0	0.01	0	Feather River Spring	0.029	0.915	0.036	0.01	0.001	0.009	0.001	0	0
BUT24_6_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_6_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0.001	0	0.001	0	0.998	0	0	0
BUT24_6_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_6_A_4	EARLY	SPRING	0.01	0	0.99	0	ButteSp	0	0.007	0	0.004	0	0.982	0.007	0	0
BUT24_6_A_5	EARLY	SPRING	0.87	0	0.13	0	Feather River Spring	0.028	0.827	0.008	0.006	0	0.132	0	0	0
BUT24_6_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0.003	0	0	0	0.997	0	0	0
BUT24_6_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_6_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_6_A_9	EARLY	SPRING	0.47	0	0.53	0	ButteSp	0.001	0.47	0.001	0	0	0.482	0.046	0	0
BUT24_7_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.999	0	0	0
BUT24_7_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_7_A_9	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_4																
BUT24_8_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_A_9	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_8_E_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.997	0.003	0	0
BUT24_9_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_9_B_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_9_B_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_9_B_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_9_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT24_9_E_1		FALL	0.51	0	0.49	0		0.01	0.463	0.019	0.01	0.005	0.438	0.056	0	0
BUT24_9_E_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
C240375SWP		FALL	0.7	0.21	0.09	0		0.027	0.166	0.12	0.227	0.158	0.088	0.002	0.211	0
C240454SWP	LATE	LATEFALL	0.38	0.62	0	0		0.009	0.075	0.001	0.164	0.129	0	0	0.622	0
C240707SWP	LATE	LATEFALL	0.39	0.61	0	0		0.004	0.383	0.002	0.001	0.004	0	0	0.606	0
CLR24_10_A_1	LATE	FALL	0.99	0.01	0	0		0.111	0.775	0.022	0.004	0.08	0	0	0.009	0
CLR24_10_A_10	LATE	FALL	1	0	0	0		0.023	0.119	0	0.003	0.856	0	0	0	0
CLR24_10_A_11	HETEROZYGOTE	FALL	1	0	0	0		0	0.998	0.002	0	0	0	0	0	0
CLR24_10_A_12	LATE	FALL	1	0	0	0		0	0.989	0	0.005	0.006	0	0	0	0
CLR24_10_A_13	LATE	FALL	1	0	0	0		0.004	0.349	0.125	0.25	0.273	0	0	0	0
CLR24_10_A_14	LATE	FALL	1	0	0	0		0.001	0.912	0.001	0.053	0.033	0	0	0	0
CLR24_10_A_15	LATE	FALL	1	0	0	0		0.14	0.465	0.001	0.06	0.334	0	0	0	0
CLR24_10_A_16	LATE	FALL	1	0	0	0		0.093	0.567	0	0.024	0.316	0	0	0	0
CLR24_10_A_17	LATE	FALL	0.99	0.01	0	0		0.001	0.053	0	0.157	0.774	0	0	0.015	0
CLR24_10_A_18	LATE	FALL	0.98	0.02	0	0		0.004	0.334	0.002	0.131	0.512	0	0	0.017	0
CLR24_10_A_19	LATE	FALL	1	0	0	0		0.071	0.929	0	0	0	0	0	0	0
CLR24_10_A_2	LATE	FALL	1	0	0	0		0.431	0.298	0	0.129	0.14	0	0	0.002	0
CLR24_10_A_20	LATE	FALL	1	0	0	0		0.054	0.221	0	0.048	0.677	0	0	0	0
CLR24_10_A_21	LATE	FALL	1	0	0	0		0.009	0.259	0.001	0.017	0.715	0	0	0	0
CLR24_10_A_22	LATE	FALL	1	0	0	0		0.003	0.96	0.016	0.003	0.016	0	0	0.001	0
CLR24_10_A_23	LATE	FALL	1	0	0	0		0.001	0.988	0.001	0.009	0.001	0	0	0	0
CLR24_10_A_24	LATE	FALL	1	0	0	0		0.109	0.727	0	0.097	0.067	0	0	0	0
CLR24_10_A_25	LATE	FALL	1	0	0	0		0.002	0.593	0.137	0.21	0.057	0	0	0.002	0
CLR24_10_A_3	LATE	FALL	1	0	0	0		0.103	0.491	0	0.001	0.405	0	0	0	0
CLR24_10_A_4	LATE	FALL	1	0	0	0		0.009	0.989	0	0	0.002	0	0	0	0
CLR24_10_A_5																
CLR24_10_A_6	LATE	FALL	1	0	0	0		0.006	0.938	0	0.053	0.002	0	0	0	0
CLR24_10_A_7	LATE	FALL	1	0	0	0		0.004	0.992	0.001	0	0.003	0	0	0	0
CLR24_10_A_8	LATE	FALL	1	0	0	0		0	0	0	0.002	0.998	0	0	0	0
CLR24_10_A_9	LATE	FALL	1	0	0	0		0.012	0.983	0.001	0	0.003	0	0	0	0
CLR24_10_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.049	0.174	0	0.77	0.005	0	0	0.002	0
CLR24_10_B_2	LATE	FALL	1	0	0	0		0.002	0.063	0	0.719	0.215	0	0	0.001	0
CLR24_10_B_3	LATE	FALL	1	0	0	0		0.002	0.441	0.002	0.015	0.54	0	0	0	0
CLR24_10_C_1	HETEROZYGOTE	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR24_11_A_1	LATE	LATEFALL	0.28	0.72	0	0		0.023	0.239	0.003	0.011	0.007	0	0	0.717	0
CLR24_12_A_1	LATE	FALL	0.99	0.01	0	0		0	0.032	0	0.001	0.962	0	0	0.005	0
CLR24_12_A_10	LATE	FALL	1	0	0	0		0.05	0.591	0.003	0.032	0.324	0	0	0	0
CLR24_12_A_11	LATE	FALL	1	0	0	0		0.031	0.698	0.002	0.013	0.257	0	0	0	0
CLR24_12_A_12	LATE	FALL	1	0	0	0		0.545	0.108	0.001	0.001	0.345	0	0	0	0
CLR24_12_A_3																
CLR24_12_A_5	LATE	LATEFALL	0.01	0.99	0	0		0	0.008	0	0.001	0.002	0	0	0.99	0
CLR24_12_A_7	LATE	FALL	0.87	0.13	0	0		0.084	0.247	0.001	0.23	0.308	0	0	0.13	0
CLR24_12_A_8	LATE	FALL	1	0	0	0		0.002	0.873	0	0.059	0.065	0	0	0	0
CLR24_12_A_9	LATE	FALL	1	0	0	0		0.18	0.568	0.043	0.168	0.041	0	0	0	0
CLR24_12_B_1	LATE	FALL	1	0	0	0		0	0.969	0.005	0.025	0.001	0	0	0	0
CLR24_12_B_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.452	0.013	0.463	0.072	0	0	0	0
CLR24_12_B_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.273	0.361	0.002	0.11	0.252	0	0	0.001	0
CLR24_12_B_4	LATE	FALL	1	0	0	0		0.003	0.834	0	0.015	0.147	0	0	0	0
CLR24_12_B_5	HETEROZYGOTE	FALL	1	0	0	0		0.015	0.489	0.013	0.014	0.468	0	0	0	0
CLR24_12_B_6	LATE	FALL	1	0	0	0		0.007	0.064	0	0.927	0.002	0	0	0	0
CLR24_12_B_7	LATE	FALL	1	0	0	0		0.077	0.034	0.79	0.099	0	0	0.001	0	0
CLR24_12_B_8	LATE	FALL	1	0	0	0		0.002	0.955	0	0.002	0.041	0	0	0	0
CLR24_12_C_1	LATE	FALL	1	0	0	0		0.851	0.149	0	0	0	0	0	0	0
CLR24_12_C_2	LATE	FALL	1	0	0	0		0.113	0.881	0.003	0.004	0	0	0	0	0
CLR24_13_A_1	LATE	FALL	0.84	0.16	0	0		0.663	0.158	0	0.014	0	0	0	0.164	0
CLR24_13_A_2	LATE	FALL	0.9	0.1	0	0		0.704	0.059	0.012	0.001	0.122	0	0	0.102	0
CLR24_13_A_3	LATE	FALL	0.91	0.09	0	0		0.873	0.011	0	0.014	0.014	0	0	0.087	0
CLR24_13_A_4	LATE	FALL	0.96	0	0.04	0		0.062	0.524	0.014	0.232	0.129	0.032	0.004	0.002	0
CLR24_13_A_5	LATE	FALL	1	0	0	0		0.071	0.284	0.002	0.179	0.464	0	0	0	0
CLR24_13_A_6	LATE	LATEFALL	0	1	0	0		0.001	0	0	0.001	0	0	0	0.998	0
CLR24_13_A_7	LATE	LATEFALL	0	1	0	0		0	0	0	0	0	0	0	1	0
CLR24_13_A_8	LATE	LATEFALL	0	1	0	0		0.002	0	0	0	0	0	0	0.998	0
CLR24_13_B_1	LATE	FALL	1	0	0	0		0.002	0.966	0	0.002	0.03	0	0	0	0
CLR24_13_B_10	LATE	FALL	1	0	0	0		0.001	0.945	0	0	0.054	0	0	0	0
CLR24_13_B_2	LATE	FALL	1	0	0	0		0.037	0.807	0.003	0.148	0.005	0	0	0	0
CLR24_13_B_3	LATE	FALL	1	0	0	0		0	0.011	0	0.005	0.983	0	0	0	0
CLR24_13_B_4	LATE	FALL	1	0	0	0		0.063	0.027	0.002	0.906	0.003	0	0	0	0
CLR24_13_B_5	LATE	FALL	1	0	0	0		0.088	0.686	0	0.206	0.019	0	0	0	0
CLR24_13_B_6	LATE	FALL	1	0	0	0		0	0.252	0.003	0.097	0.647	0	0	0	0
CLR24_13_B_7	LATE	FALL	1	0	0	0		0.005	0.146	0	0.572	0.276	0	0	0	0
CLR24_13_B_8	LATE	FALL	1	0	0	0		0.091	0.908	0	0	0.001	0	0	0	0
CLR24_13_B_9	LATE	FALL	1	0	0	0		0.083	0.837	0	0.007	0.072	0	0	0	0
CLR24_13_C_1	HETEROZYGOTE	FALL	1	0	0	0		0.028	0.891	0.003	0.055	0.023	0	0	0	0
CLR24_13_C_2	LATE	FALL	1	0	0	0		0	0.877	0	0.122	0	0	0	0	0
CLR24_14_A_1	LATE	LATEFALL	0.1	0.9	0	0		0.005	0.002	0	0.065	0.025	0	0	0.904	0
CLR24_14_A_2	LATE	FALL	0.96	0.04	0	0		0.021	0.302	0	0.016	0.621	0	0	0.04	0
CLR24_14_A_3	LATE	LATEFALL	0.1	0.9	0	0		0.002	0.01	0	0.012	0.072	0	0	0.904	0
CLR24_14_A_4	LATE	LATEFALL	0.21	0.79	0	0		0.012	0.011	0	0.159	0.025	0	0	0.793	0
CLR24_14_A_5	LATE	FALL	0.74	0.26	0	0		0.013	0.704	0.004	0.003	0.013	0	0	0.264	0
CLR24_14_A_6	LATE	FALL	0.99	0.01	0	0		0.005	0.002	0	0.433	0.549	0	0	0.012	0
CLR24_14_A_7	LATE	FALL	0.6	0.4	0	0		0.429	0.088	0	0.052	0.03	0	0	0.401	0
CLR24_14_A_8	LATE	FALL	0.92	0.08	0	0		0.371	0.003	0	0.48	0.07	0	0	0.076	0
CLR24_14_B_1	LATE	FALL	1	0	0	0		0.038	0.504	0.421	0.03	0.008	0	0	0	0
CLR24_14_B_10	LATE	FALL	1	0	0	0		0.632	0.032	0	0.029	0.305	0	0	0.003	0
CLR24_14_B_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.995	0.003	0	0.001	0	0	0.001	0
CLR24_14_B_3	LATE	FALL	1	0	0	0		0.009	0.068	0	0	0.923	0	0	0	0
CLR24_14_B_4	LATE	FALL	1	0	0	0		0.608	0.02	0	0.015	0.358	0	0	0	0
CLR24_14_B_5	LATE	FALL	1	0	0	0		0	0.274	0	0.018	0.708	0	0	0	0
CLR24_14_B_6	LATE	FALL	0.98	0.02	0	0		0.004	0.327	0.001	0.045	0.602	0	0	0.02	0
CLR24_14_B_7	LATE	FALL	1	0	0	0		0	0.99	0.001	0.002	0.007	0	0	0	0
CLR24_14_B_8	LATE	FALL	1	0	0	0		0	0.999	0	0.001	0	0	0	0	0
CLR24_14_B_9	LATE	FALL	1	0	0	0		0.004	0.967	0.003	0.022	0.002	0	0.002	0.001	0
CLR24_14_C_1	LATE	FALL	1	0	0	0		0	0.868	0.127	0	0.004	0	0	0	0
CLR24_14_C_2	LATE	FALL	1	0	0	0		0.002	0.491	0.002	0.453	0.051	0	0	0	0
CLR24_3_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.944	0.006	0.001	0.049	0	0	0	0
CLR24_3_A_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.999	0.001	0	0	0	0	0	0
CLR24_3_A_3	EARLY	SPRING	0.59	0	0.41	0	Feather River Spring	0	0.562	0.027	0.001	0.001	0.215	0.193	0	0
CLR24_3_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.004	0.207	0.751	0	0.038	0	0	0	0
CLR24_4_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.014	0.159	0.001	0.055	0.772	0	0	0	0
CLR24_4_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.944	0.013	0.021	0.008	0	0	0	0
CLR24_4_A_11	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR24_4_A_12																
CLR24_4_A_12_dupe	HETEROZYGOTE	SPRING	0.01	0	0.99	0	ButteSp	0.007	0.001	0	0	0	0.991	0.001	0	0
CLR24_4_A_13																
CLR24_4_A_13_dupe	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.074	0.913	0.006	0.007	0	0	0	0
CLR24_4_A_14	EARLY	SPRING	1	0	0	0	Feather River Spring	0.004	0.914	0	0.029	0.053	0	0	0	0
CLR24_4_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.015	0.98	0.003	0.002	0	0	0	0	0
CLR24_4_A_16	HETEROZYGOTE	FALL	1	0	0	0		0.011	0.988	0.001	0.001	0	0	0	0	0
CLR24_4_A_17	LATE	FALL	1	0	0	0		0.137	0.265	0	0.07	0.524	0	0	0.004	0
CLR24_4_A_18	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.619	0.007	0.142	0.231	0	0	0	0
CLR24_4_A_19	HETEROZYGOTE	SPRING	0.02	0	0.98	0	ButteSp	0.004	0.002	0	0.008	0.004	0.917	0.066	0	0
CLR24_4_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.933	0.032	0	0.003	0.032	0	0	0	0
CLR24_4_A_20																
CLR24_4_A_21	LATE	FALL	1	0	0	0		0.358	0.597	0.007	0.027	0.012	0	0	0	0
CLR24_4_A_22	LATE	FALL	1	0	0	0		0.419	0.25	0.001	0.248	0.081	0	0	0.001	0
