SampleID	Gtseq_Chr28_Geno	Pop_Structure_ID	CV_Fall	CV_Late_Fall	CV_Spring	CV_Winter	Tributary	ButteFall	FRHfall	FRHsp	MillDeerFall	SanJoaquinFall	ButteSp	MillDeerSp	ColemanLF	SacWin
F1722_10_A_19	LATE	FALL	1	0	0	0		0.003	0.901	0	0.001	0.094	0	0	0	0
F1722_10_A_2	LATE	FALL	1	0	0	0		0.009	0.956	0.005	0.021	0.008	0	0	0	0
F1722_10_A_20	LATE	FALL	1	0	0	0		0.721	0.275	0	0.004	0.001	0	0	0	0
F1722_10_A_21																
F1722_10_A_22	LATE	FALL	1	0	0	0		0	0.701	0	0.003	0.296	0	0	0	0
F1722_10_A_23																
F1722_10_A_24	LATE	FALL	1	0	0	0		0	0.003	0	0	0.997	0	0	0	0
F1722_10_A_25																
F1722_10_A_26	LATE	FALL	1	0	0	0		0.038	0.001	0	0.602	0.359	0	0	0	0
F1722_10_A_27	LATE	FALL	1	0	0	0		0	0.47	0.032	0.041	0.456	0	0	0.001	0
F1722_10_A_28	LATE	FALL	1	0	0	0		0	0.014	0	0.21	0.776	0	0	0	0
F1722_10_A_29	HETEROZYGOTE	FALL	1	0	0	0		0.964	0.006	0	0.004	0.026	0	0	0	0
F1722_10_A_3	LATE	FALL	0.83	0.17	0	0		0.002	0.686	0.001	0.006	0.135	0	0	0.169	0
F1722_10_A_30	LATE	LATEFALL	0.08	0.92	0	0		0	0.042	0	0.033	0.004	0	0	0.921	0
F1722_10_A_4	LATE	FALL	1	0	0	0		0.719	0.004	0	0.005	0.273	0	0	0	0
F1722_10_A_5																
F1722_10_A_6	LATE	FALL	1	0	0	0		0.001	0.249	0	0.152	0.599	0	0	0	0
F1722_10_A_7	LATE	FALL	1	0	0	0		0.015	0.972	0.012	0	0	0	0	0	0
F1722_10_A_8	LATE	FALL	1	0	0	0		0.001	0	0	0.023	0.976	0	0	0	0
F1722_10_A_9	LATE	FALL	1	0	0	0		0	0.028	0	0.206	0.765	0	0	0	0
F1722_10_B_1	LATE	FALL	1	0	0	0		0	0.989	0	0.003	0.008	0	0	0	0
F1722_10_B_10	LATE	FALL	1	0	0	0		0	0.428	0	0.567	0.005	0	0	0	0
F1722_10_B_11	LATE	FALL	1	0	0	0		0.833	0.101	0	0.001	0.065	0	0	0	0
F1722_10_B_12	LATE	FALL	0.99	0.01	0	0		0.011	0.105	0	0.681	0.194	0	0	0.011	0
F1722_10_B_13	LATE	FALL	1	0	0	0		0	0.256	0.082	0	0.661	0	0	0	0
F1722_10_B_14	LATE	FALL	0.95	0.05	0	0		0.149	0.116	0.001	0.006	0.676	0	0	0.052	0
F1722_10_B_15	LATE	FALL	1	0	0	0		0.05	0.011	0.01	0.013	0.915	0	0	0	0
F1722_10_B_16	LATE	FALL	1	0	0	0		0	0.099	0.025	0.103	0.773	0	0	0	0
F1722_10_B_17	LATE	FALL	1	0	0	0		0.039	0.367	0	0.004	0.59	0	0	0	0
F1722_10_B_18	LATE	FALL	1	0	0	0		0.363	0.049	0	0.001	0.588	0	0	0	0
F1722_10_B_19	LATE	FALL	0.78	0.22	0	0		0.001	0.174	0.002	0.011	0.59	0	0	0.223	0
F1722_10_B_2	LATE	FALL	0.94	0.06	0	0		0.001	0.745	0.003	0.042	0.153	0	0	0.056	0
F1722_10_B_20	LATE	FALL	1	0	0	0		0.035	0.157	0.001	0.055	0.751	0	0	0	0
F1722_10_B_21	LATE	FALL	1	0	0	0		0.025	0.267	0.001	0.43	0.276	0	0	0	0
F1722_10_B_3																
F1722_10_B_4	LATE	FALL	1	0	0	0		0.013	0.942	0.001	0.007	0.033	0	0	0.004	0
F1722_10_B_5																
F1722_10_B_6	LATE	FALL	1	0	0	0		0.219	0.501	0	0.001	0.278	0	0	0	0
F1722_10_B_7																
F1722_10_B_8	LATE	FALL	1	0	0	0		0.001	0.003	0	0.797	0.198	0	0	0	0
F1722_10_B_9	LATE	FALL	1	0	0	0		0.027	0.704	0	0.027	0.241	0	0	0	0
F1722_3_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.988	0.004	0.001	0.006	0	0	0	0
F1722_3_A_11																
F1722_3_A_12	HETEROZYGOTE	FALL	1	0	0	0		0.053	0.783	0.003	0.003	0.155	0.002	0	0.001	0
F1722_3_A_13		FALL	0.6	0.01	0.38	0		0.038	0.387	0.078	0.029	0.07	0.384	0	0.014	0
F1722_3_A_2	LATE	FALL	1	0	0	0		0	0.476	0.159	0.059	0.303	0	0	0.003	0
F1722_3_A_3																
F1722_3_A_5																
F1722_3_A_7																
F1722_3_A_9																
F1722_4_A_1	LATE	FALL	1	0	0	0		0.004	0.604	0.042	0.004	0.346	0	0	0	0
F1722_4_A_10	EARLY	SPRING	0.91	0.09	0	0	Feather River Spring	0.341	0.025	0.001	0.001	0.547	0	0	0.085	0
F1722_4_A_11																
F1722_4_A_12																
F1722_4_A_13	LATE	FALL	1	0	0	0		0.01	0.719	0.003	0.088	0.18	0	0	0	0
F1722_4_A_14	HETEROZYGOTE	FALL	1	0	0	0		0.123	0.62	0.034	0.139	0.085	0	0	0	0
F1722_4_A_15																
F1722_4_A_16	LATE	FALL	1	0	0	0		0.002	0.471	0.035	0.009	0.483	0	0	0	0
F1722_4_A_20	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.026	0.709	0.059	0.08	0.117	0	0	0.008	0
F1722_4_A_21	LATE	FALL	1	0	0	0		0.002	0.086	0.006	0.291	0.616	0	0	0	0
F1722_4_A_22	LATE	FALL	1	0	0	0		0.001	0.903	0.001	0	0.096	0	0	0	0
F1722_4_A_23																
F1722_4_A_24	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.854	0.141	0.004	0	0	0	0	0
F1722_4_A_27	HETEROZYGOTE	FALL	1	0	0	0		0	0.993	0.007	0	0	0	0	0	0
F1722_4_A_28	LATE	FALL	1	0	0	0		0.025	0.053	0	0	0.922	0	0	0	0
F1722_4_A_29	LATE	FALL	1	0	0	0		0	0.299	0	0.024	0.676	0	0	0	0
F1722_4_A_30	LATE	FALL	1	0	0	0		0.801	0.118	0	0.006	0.075	0	0	0	0
F1722_4_A_4	LATE	FALL	1	0	0	0		0	0.044	0	0.014	0.938	0	0	0.002	0
F1722_4_A_5	HETEROZYGOTE	FALL	1	0	0	0		0.037	0.96	0.002	0	0	0	0	0	0
F1722_4_A_6	HETEROZYGOTE	FALL	1	0	0	0		0.38	0.62	0	0	0	0	0	0	0
F1722_4_A_7	LATE	FALL	1	0	0	0		0.014	0.867	0	0.025	0.093	0	0	0	0
F1722_4_A_8	HETEROZYGOTE	FALL	1	0	0	0		0	0.955	0.004	0.002	0.039	0	0	0	0
F1722_4_A_9	LATE	FALL	1	0	0	0		0.002	0.749	0	0.001	0.248	0	0	0	0
F1722_4_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.676	0.291	0.002	0.031	0	0	0	0
F1722_4_B_2																
F1722_4_B_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.565	0.435	0	0	0	0	0	0
F1722_4_B_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.944	0.055	0	0.001	0	0	0	0
F1722_5_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.059	0.941	0	0	0	0	0	0
F1722_5_A_10	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.072	0.927	0	0	0	0	0	0
F1722_5_A_11	HETEROZYGOTE	FALL	1	0	0	0		0.056	0.022	0.005	0.865	0.052	0	0	0	0
F1722_5_A_12	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.727	0.228	0.009	0.03	0	0	0	0
F1722_5_A_13																
F1722_5_A_14	LATE	FALL	0.98	0.02	0	0		0.051	0.463	0.021	0.438	0.012	0	0	0.015	0
F1722_5_A_15																
F1722_5_A_16	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.88	0.006	0.026	0.085	0	0.001	0.001	0
F1722_5_A_17	LATE	FALL	1	0	0	0		0.921	0.033	0	0.046	0	0	0	0	0
F1722_5_A_18	HETEROZYGOTE	FALL	1	0	0	0		0	0.961	0.039	0	0	0	0	0	0
F1722_5_A_19	HETEROZYGOTE	FALL	0.99	0.01	0	0		0	0.971	0.005	0.007	0.012	0	0	0.005	0
F1722_5_A_2	LATE	FALL	1	0	0	0		0.029	0.732	0.076	0.161	0.002	0	0	0.001	0
F1722_5_A_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.903	0.097	0	0	0	0	0	0
F1722_5_A_4	LATE	FALL	1	0	0	0		0.146	0.079	0.257	0.002	0.516	0	0	0	0
F1722_5_A_5	HETEROZYGOTE	FALL	1	0	0	0		0.003	0.988	0.002	0	0.007	0	0	0	0
F1722_5_A_6	LATE	LATEFALL	0.45	0.55	0	0		0.005	0.428	0	0.003	0.015	0	0	0.549	0
F1722_5_A_7	HETEROZYGOTE	FALL	1	0	0	0		0.004	0.086	0.095	0.711	0.104	0	0	0	0
F1722_5_A_8	HETEROZYGOTE	FALL	0.61	0	0.39	0		0.051	0.248	0.004	0.233	0.073	0.389	0	0.001	0
F1722_5_A_9	HETEROZYGOTE	FALL	1	0	0	0		0	0.999	0	0	0	0	0	0	0
F1722_6_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.089	0	0.895	0.016	0	0	0	0
F1722_6_A_10	LATE	FALL	1	0	0	0		0.021	0.044	0	0.001	0.934	0	0	0	0
F1722_6_A_11	LATE	FALL	1	0	0	0		0	0.977	0	0.023	0	0	0	0	0
F1722_6_A_12	HETEROZYGOTE	FALL	1	0	0	0		0	0.972	0.003	0.025	0	0	0	0	0
F1722_6_A_13	HETEROZYGOTE	FALL	1	0	0	0		0.547	0.415	0.002	0.007	0.029	0	0	0	0
F1722_6_A_14	LATE	FALL	1	0	0	0		0	0.206	0.022	0.752	0.02	0	0	0	0
F1722_6_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.994	0.002	0.001	0	0	0	0	0
F1722_6_A_16	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.003	0.792	0.035	0.006	0.157	0	0	0.007	0
F1722_6_A_17	LATE	FALL	1	0	0	0		0	0.008	0	0	0.992	0	0	0	0
F1722_6_A_18	LATE	FALL	1	0	0	0		0.029	0.298	0	0.133	0.537	0	0	0.003	0
F1722_6_A_19	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.516	0.483	0	0	0	0	0	0
F1722_6_A_2	LATE	FALL	1	0	0	0		0.003	0.926	0.023	0.014	0.034	0	0	0	0
F1722_6_A_20	LATE	FALL	1	0	0	0		0.191	0.799	0.001	0	0.008	0	0	0	0
F1722_6_A_21	LATE	FALL	1	0	0	0		0	0.02	0.98	0	0	0	0	0	0
F1722_6_A_22	HETEROZYGOTE	FALL	1	0	0	0		0.358	0.512	0.013	0.114	0.003	0	0	0	0
F1722_6_A_23	LATE	FALL	1	0	0	0		0.002	0.602	0.067	0.102	0.226	0	0	0	0
F1722_6_A_24	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.751	0.005	0.053	0.19	0	0	0	0
F1722_6_A_25	LATE	FALL	1	0	0	0		0.357	0.35	0.001	0.2	0.093	0	0	0	0
F1722_6_A_26	LATE	FALL	1	0	0	0		0.188	0.392	0.255	0.037	0.123	0	0	0.005	0
F1722_6_A_27	LATE	FALL	1	0	0	0		0	0.746	0.004	0.01	0.24	0	0	0	0
F1722_6_A_28	LATE	FALL	1	0	0	0		0	0.145	0.837	0.001	0.017	0	0	0	0
F1722_6_A_29	HETEROZYGOTE	FALL	1	0	0	0		0	0.999	0.001	0	0	0	0	0	0
F1722_6_A_3	LATE	FALL	1	0	0	0		0	0.676	0.001	0	0.322	0	0	0	0
F1722_6_A_30	LATE	FALL	1	0	0	0		0	0.399	0	0.004	0.597	0	0	0	0
F1722_6_A_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.998	0.001	0	0.001	0	0	0	0
F1722_6_A_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.089	0.665	0	0.184	0.062	0	0	0	0
F1722_6_A_6	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.001	0.224	0.348	0	0.417	0	0	0.009	0
F1722_6_A_7	HETEROZYGOTE	FALL	1	0	0	0		0.512	0.45	0.004	0.003	0.03	0	0	0	0
F1722_6_A_8	LATE	FALL	1	0	0	0		0.001	0.099	0	0.839	0.06	0	0	0	0
F1722_6_A_9	LATE	FALL	1	0	0	0		0.803	0.126	0.001	0	0.07	0	0	0	0
F1722_7_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.892	0.048	0.059	0.001	0	0	0	0
F1722_7_A_10	LATE	FALL	0.9	0.1	0	0		0.03	0.471	0	0.291	0.109	0	0	0.097	0
F1722_7_A_11	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.014	0.985	0	0.001	0	0	0	0
F1722_7_A_12	LATE	FALL	1	0	0	0		0.091	0.699	0.041	0.053	0.115	0	0	0	0
F1722_7_A_13	LATE	FALL	1	0	0	0		0	0	0	0.982	0.018	0	0	0	0
F1722_7_A_14	LATE	FALL	1	0	0	0		0.091	0.084	0.066	0.009	0.749	0	0	0	0
F1722_7_A_15	LATE	FALL	1	0	0	0		0.023	0.954	0	0.001	0.021	0	0	0	0
F1722_7_A_16	HETEROZYGOTE	FALL	1	0	0	0		0	0.006	0	0.972	0.022	0	0	0	0
F1722_7_A_17	LATE	FALL	1	0	0	0		0	0.87	0	0.125	0.004	0	0	0	0
F1722_7_A_18	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.98	0.018	0	0.002	0	0	0	0
F1722_7_A_2	LATE	FALL	1	0	0	0		0.018	0.492	0.041	0.24	0.209	0	0	0.001	0
F1722_7_A_3	LATE	FALL	1	0	0	0		0	0.586	0	0.017	0.396	0	0	0.001	0
F1722_7_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.35	0.07	0.568	0.01	0	0	0	0
F1722_7_A_5	LATE	FALL	1	0	0	0		0.509	0.45	0	0.035	0.004	0	0	0	0
F1722_7_A_6	LATE	FALL	1	0	0	0		0	0.978	0.012	0	0.01	0	0	0	0
F1722_7_A_7	LATE	FALL	0.99	0.01	0	0		0.002	0.596	0	0.347	0.046	0	0	0.009	0
F1722_7_A_8	LATE	FALL	1	0	0	0		0.009	0.911	0.062	0.011	0.007	0	0	0	0
F1722_7_A_9	LATE	FALL	1	0	0	0		0	0.014	0	0	0.983	0	0	0.003	0
F1722_7_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.01	0.702	0.286	0	0.001	0	0	0	0
F1722_8_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.049	0.918	0.006	0.022	0.003	0	0	0.002	0
F1722_8_A_2	LATE	FALL	1	0	0	0		0	0	0	0	1	0	0	0	0
F1722_8_A_3	LATE	FALL	1	0	0	0		0	0	0	0.052	0.946	0	0	0.002	0
F1722_8_A_4	LATE	FALL	1	0	0	0		0	0.001	0	0.97	0.028	0	0	0	0
F1722_8_A_5	LATE	FALL	0.98	0.02	0	0		0.024	0.018	0	0.018	0.917	0	0	0.022	0
F1722_8_A_6	LATE	FALL	1	0	0	0		0	0.281	0	0.071	0.647	0	0	0	0
F1722_8_A_7	LATE	FALL	0.99	0.01	0	0		0.002	0.025	0	0.104	0.86	0	0	0.008	0
F1722_8_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.305	0.679	0.005	0.009	0	0	0	0
F1722_8_B_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.514	0.275	0.19	0.02	0	0	0	0
F1722_8_B_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.005	0.906	0.064	0.025	0	0	0	0
F1722_8_B_4	HETEROZYGOTE	FALL	1	0	0	0		0.698	0.18	0.115	0	0.008	0	0	0	0
F1722_8_B_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.087	0.91	0	0	0	0	0	0
F1722_9_A_1	LATE	FALL	1	0	0	0		0	0.996	0.004	0	0	0	0	0	0
F1722_9_A_10	LATE	FALL	1	0	0	0		0.018	0.804	0.001	0.001	0.176	0	0	0	0
F1722_9_A_11	LATE	FALL	1	0	0	0		0.009	0.18	0	0.152	0.66	0	0	0	0
F1722_9_A_12	LATE	FALL	0.86	0.14	0	0		0.023	0.018	0	0.809	0.013	0	0	0.136	0
F1722_9_A_13	LATE	FALL	1	0	0	0		0.001	0.726	0.002	0.014	0.256	0	0	0.001	0
F1722_9_A_18	LATE	FALL	1	0	0	0		0.002	0.436	0	0.561	0	0	0	0	0
F1722_9_A_19	LATE	FALL	1	0	0	0		0	0.003	0	0.471	0.526	0	0	0	0
F1722_9_A_2	LATE	FALL	1	0	0	0		0.809	0.136	0.002	0.04	0.012	0	0	0	0
F1722_9_A_20	LATE	FALL	1	0	0	0		0.973	0.012	0	0.005	0.011	0	0	0	0
F1722_9_A_21	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.037	0	0.297	0.665	0	0	0	0
F1722_9_A_22	LATE	FALL	1	0	0	0		0.216	0.003	0	0.054	0.728	0	0	0	0
F1722_9_A_23	LATE	FALL	1	0	0	0		0.446	0.375	0.133	0.002	0.042	0	0	0.002	0
F1722_9_A_24	LATE	FALL	1	0	0	0		0	0.453	0.002	0.004	0.54	0	0	0	0
F1722_9_A_3	LATE	FALL	1	0	0	0		0.016	0.024	0.001	0	0.957	0	0	0.003	0
F1722_9_A_4	LATE	FALL	1	0	0	0		0	0.051	0	0.561	0.388	0	0	0	0
F1722_9_A_5	LATE	FALL	1	0	0	0		0.063	0.661	0	0.098	0.178	0	0	0	0
F1722_9_A_6	LATE	FALL	1	0	0	0		0.017	0.534	0.05	0.236	0.164	0	0	0	0
F1722_9_A_7	LATE	FALL	0.97	0.03	0	0		0.001	0.193	0.022	0.186	0.568	0	0	0.029	0
F1722_9_A_8	LATE	FALL	1	0	0	0		0.148	0.015	0	0.166	0.669	0	0	0.002	0
F1722_9_A_9	LATE	FALL	1	0	0	0		0	0.001	0	0.002	0.996	0	0	0	0
F1722_9_B_1	LATE	FALL	1	0	0	0		0.041	0.755	0.034	0.166	0.003	0	0	0	0
F1722_9_B_10	HETEROZYGOTE	FALL	1	0	0	0		0.036	0.053	0	0.416	0.494	0	0	0.001	0
F1722_9_B_11	LATE	FALL	1	0	0	0		0.001	0.83	0.004	0.001	0.164	0	0	0	0
F1722_9_B_12	LATE	FALL	1	0	0	0		0.005	0.87	0.119	0	0.006	0	0	0	0
F1722_9_B_13	LATE	FALL	0.99	0.01	0	0		0.001	0.64	0.002	0.005	0.339	0	0	0.014	0
F1722_9_B_14	EARLY	SPRING	1	0	0	0	Feather River Spring	0.111	0.885	0.002	0.001	0.001	0	0	0.001	0
F1722_9_B_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.475	0.525	0	0	0	0	0	0
F1722_9_B_21	HETEROZYGOTE	FALL	1	0	0	0		0	0.667	0.249	0.015	0.068	0	0	0	0
F1722_9_B_22	LATE	FALL	1	0	0	0		0	0.997	0.001	0	0.001	0	0	0	0
F1722_9_B_23	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.705	0.05	0.064	0.177	0	0	0	0
F1722_9_B_24	LATE	FALL	1	0	0	0		0.011	0.983	0	0.001	0.004	0	0	0.001	0
F1722_9_B_25	LATE	FALL	1	0	0	0		0.315	0.025	0.011	0.063	0.584	0	0	0.002	0
F1722_9_B_26	LATE	FALL	0.97	0.03	0	0		0.001	0.614	0.003	0.002	0.349	0	0	0.032	0
F1722_9_B_27	LATE	FALL	1	0	0	0		0.001	0.971	0.001	0.023	0.004	0	0	0	0
F1722_9_B_28	LATE	FALL	1	0	0	0		0.215	0.078	0	0.005	0.702	0	0	0	0
F1722_9_B_29	LATE	FALL	0.87	0.13	0	0		0.002	0.012	0	0.132	0.727	0	0	0.126	0
F1722_9_B_3	LATE	FALL	1	0	0	0		0.026	0.289	0	0.389	0.297	0	0	0	0
F1722_9_B_30	LATE	FALL	1	0	0	0		0.001	0	0	0.004	0.995	0	0	0	0
F1722_9_B_4	HETEROZYGOTE	FALL	1	0	0	0		0.162	0.815	0.001	0.022	0	0	0	0	0
F1722_9_B_5	LATE	FALL	0.92	0.08	0	0		0.003	0.608	0.002	0.002	0.303	0	0	0.082	0
F1722_9_B_6	LATE	FALL	1	0	0	0		0	0.018	0.001	0.002	0.979	0	0	0	0
F1722_9_B_9	LATE	FALL	1	0	0	0		0.024	0.092	0.001	0.855	0.027	0	0	0	0
F6122_10_B_1	LATE	FALL	0.98	0.02	0	0		0.021	0.39	0.021	0.006	0.538	0	0	0.024	0
F6122_10_C_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.349	0	0.561	0.09	0	0	0	0
F6122_10_C_10	LATE	FALL	1	0	0	0		0.022	0.119	0	0.318	0.541	0	0	0	0
F6122_10_C_11	LATE	FALL	1	0	0	0		0.196	0.063	0	0.001	0.738	0	0	0.002	0
F6122_10_C_12	LATE	FALL	1	0	0	0		0.002	0.191	0	0.003	0.804	0	0	0	0
F6122_10_C_13	LATE	FALL	1	0	0	0		0	0.03	0	0.001	0.969	0	0	0	0
F6122_10_C_14	LATE	FALL	1	0	0	0		0.003	0.037	0	0.377	0.583	0	0	0	0
F6122_10_C_15	LATE	FALL	1	0	0	0		0	0.015	0	0.817	0.168	0	0	0	0
F6122_10_C_16	LATE	FALL	1	0	0	0		0.001	0.087	0.002	0	0.91	0	0	0	0
F6122_10_C_17	LATE	FALL	1	0	0	0		0.011	0.652	0.016	0.056	0.265	0	0	0	0
F6122_10_C_18	LATE	FALL	1	0	0	0		0.019	0.011	0	0.004	0.966	0	0	0	0
F6122_10_C_19	LATE	FALL	1	0	0	0		0.049	0.927	0	0.015	0.008	0	0	0	0
F6122_10_C_2	LATE	FALL	1	0	0	0		0.001	0.201	0.041	0.044	0.713	0	0	0	0
F6122_10_C_20	LATE	FALL	1	0	0	0		0.001	0.967	0.008	0.012	0.012	0	0	0	0
F6122_10_C_21	LATE	FALL	1	0	0	0		0.003	0.057	0.026	0.109	0.805	0	0	0	0
F6122_10_C_22	HETEROZYGOTE	FALL	1	0	0	0		0.007	0.989	0.001	0.001	0.003	0	0	0	0
F6122_10_C_23	LATE	FALL	1	0	0	0		0	0.913	0	0.005	0.082	0	0	0	0
F6122_10_C_24	LATE	FALL	1	0	0	0		0.012	0.075	0.003	0.006	0.904	0	0	0	0
F6122_10_C_25	LATE	FALL	1	0	0	0		0.126	0.002	0	0.096	0.776	0	0	0	0
F6122_10_C_26	LATE	FALL	1	0	0	0		0	0.198	0	0.497	0.305	0	0	0	0
F6122_10_C_27	LATE	FALL	1	0	0	0		0.007	0.075	0	0.913	0.005	0	0	0	0
F6122_10_C_28	LATE	FALL	1	0	0	0		0.001	0.007	0	0.415	0.578	0	0	0	0
F6122_10_C_29	LATE	FALL	1	0	0	0		0	0.15	0	0.546	0.304	0	0	0	0
F6122_10_C_3	LATE	FALL	0.76	0.24	0	0		0.18	0.08	0	0.372	0.124	0	0	0.243	0
F6122_10_C_30	LATE	FALL	1	0	0	0		0	0.001	0	0.005	0.989	0	0	0.005	0
F6122_10_C_31	LATE	FALL	1	0	0	0		0	0.189	0.051	0	0.76	0	0	0	0
F6122_10_C_32	LATE	FALL	1	0	0	0		0.013	0.639	0.12	0.037	0.191	0	0	0	0
F6122_10_C_33	LATE	FALL	1	0	0	0		0.055	0.92	0.003	0.02	0.002	0	0	0	0
F6122_10_C_34	LATE	LATEFALL	0.49	0.51	0	0		0.001	0.015	0	0.29	0.184	0	0	0.509	0
F6122_10_C_35	LATE	FALL	0.99	0.01	0	0		0.181	0.724	0.003	0.004	0.079	0	0	0.01	0
F6122_10_C_36	HETEROZYGOTE	FALL	1	0	0	0		0	0.995	0.005	0	0	0	0	0	0
F6122_10_C_37	LATE	FALL	0.92	0.08	0	0		0.41	0.358	0.001	0.031	0.118	0	0	0.082	0
F6122_10_C_38	LATE	FALL	1	0	0	0		0.025	0.001	0	0.006	0.967	0	0	0	0
F6122_10_C_39	LATE	FALL	1	0	0	0		0	0.279	0.01	0.177	0.534	0	0	0	0
F6122_10_C_4	LATE	FALL	1	0	0	0		0.003	0.054	0.003	0.097	0.843	0	0	0	0
F6122_10_C_40	LATE	FALL	1	0	0	0		0.002	0.018	0	0.436	0.543	0	0	0	0
F6122_10_C_41	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.571	0.001	0.001	0.426	0	0	0.001	0
F6122_10_C_42	LATE	FALL	1	0	0	0		0.002	0.063	0	0.052	0.882	0	0	0	0
F6122_10_C_43	LATE	FALL	1	0	0	0		0	0.054	0	0.914	0.032	0	0	0	0
F6122_10_C_44	LATE	FALL	1	0	0	0		0.039	0.476	0.318	0.046	0.121	0	0	0	0
F6122_10_C_45	LATE	FALL	1	0	0	0		0.029	0.935	0.025	0.007	0.004	0	0	0	0
F6122_10_C_46	LATE	FALL	1	0	0	0		0	0.98	0.001	0.002	0.017	0	0	0	0
F6122_10_C_47	LATE	FALL	1	0	0	0		0.007	0.352	0.009	0.387	0.24	0	0	0.005	0
F6122_10_C_48	LATE	FALL	1	0	0	0		0.002	0.13	0.009	0.773	0.087	0	0	0	0
F6122_10_C_49	LATE	FALL	1	0	0	0		0.001	0.001	0	0.001	0.998	0	0	0	0
F6122_10_C_5	LATE	FALL	1	0	0	0		0.183	0.644	0.002	0.102	0.069	0.001	0	0	0
F6122_10_C_50	LATE	FALL	1	0	0	0		0.504	0.01	0.006	0.008	0.472	0	0	0	0
F6122_10_C_6	LATE	FALL	1	0	0	0		0.001	0.015	0	0	0.983	0	0	0	0
F6122_10_C_7	LATE	FALL	1	0	0	0		0.008	0.442	0.005	0.003	0.541	0	0	0	0
F6122_10_C_8	LATE	FALL	1	0	0	0		0.029	0.035	0	0	0.934	0	0	0.001	0
F6122_10_C_9	LATE	FALL	1	0	0	0		0.099	0.439	0.019	0.006	0.437	0	0	0	0
F6122_10_D_1	LATE	FALL	0.98	0.02	0	0		0.005	0.689	0.016	0.042	0.232	0	0	0.017	0
F6122_10_D_10																
F6122_10_D_11	LATE	FALL	1	0	0	0		0.076	0.085	0.004	0	0.835	0	0	0	0
F6122_10_D_12	LATE	FALL	0.98	0.02	0	0		0	0.762	0.014	0	0.201	0	0	0.022	0
F6122_10_D_13	LATE	FALL	1	0	0	0		0.109	0.074	0	0.041	0.776	0	0	0	0
F6122_10_D_14	LATE	FALL	1	0	0	0		0.032	0.062	0	0.483	0.423	0	0	0	0
F6122_10_D_15	LATE	FALL	1	0	0	0		0.007	0.867	0.087	0.001	0.039	0	0	0	0
F6122_10_D_16	LATE	FALL	1	0	0	0		0.026	0.148	0.795	0.003	0.028	0	0	0	0
F6122_10_D_17	LATE	FALL	1	0	0	0		0	0.988	0.006	0	0.006	0	0	0	0
F6122_10_D_18	LATE	FALL	1	0	0	0		0.008	0.977	0.001	0.014	0.001	0	0	0	0
F6122_10_D_19	LATE	FALL	1	0	0	0		0.002	0.006	0	0.048	0.944	0	0	0	0
F6122_10_D_2	LATE	FALL	1	0	0	0		0.002	0.992	0.001	0.001	0.003	0	0	0	0
F6122_10_D_20	LATE	FALL	1	0	0	0		0	0.999	0	0.001	0	0	0	0	0
F6122_10_D_21	LATE	FALL	1	0	0	0		0.021	0.386	0	0.371	0.221	0	0	0	0
F6122_10_D_22	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.557	0.151	0	0	0.283	0.001	0	0.008	0
F6122_10_D_23	LATE	FALL	1	0	0	0		0	0.778	0	0.02	0.201	0	0	0	0
F6122_10_D_24																
F6122_10_D_25																
F6122_10_D_26	LATE	FALL	1	0	0	0		0	0.586	0.002	0.166	0.246	0	0	0	0
