Sample ID,Sampling Event,Date,Time,FL (mm),Field Run ID,SHERLOCK ID,SHERLOCK Early/Late  Call,SHERLOCK Spring/Winter Call,GTSeq ID,Gtseq Chr28 haplo,GTSeq Run ID,Final Run Designation,,** = Incongruence,"Spring*=Early/Early sample that most likely is spring, but has not been run through the spring/winter assay"
BUT23_6_A_3,6,1/7/2023,9:00,35,,,,,BUT23_6_A_3,Spring,,Spring,,,
BUT23_6_A_4,6,1/7/2023,9:00,36,,,,,BUT23_6_A_4,Spring,,Spring,,,
BUT23_6_A_5,6,1/7/2023,9:00,36,,,,,BUT23_6_A_5,Spring,,Spring,,,
BUT23_6_A_6,6,1/7/2023,9:00,35,,,,,BUT23_6_A_6,Spring,,Spring,,,
BUT23_6_A_7,6,1/7/2023,9:00,37,,,,,BUT23_6_A_7,Spring,,Spring,,,
BUT23_6_A_8,6,1/7/2023,9:00,35,,,,,BUT23_6_A_8,Spring,,Spring,,,
F1723_6_A_1,6,1/17/2023,12:03,35,Fall,,,,F1723_6_A_1,Spring,,Spring,,,
F1723_6_A_10,6,1/17/2023,12:27,35,Fall,,,,F1723_6_A_10,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_11,6,1/17/2023,12:29,37,Fall,,,,,,,,,,
F1723_6_A_12,6,1/17/2023,12:31,34,Fall,,,,F1723_6_A_12,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_13,6,1/17/2023,12:33,36,Fall,,,,F1723_6_A_13,Spring,,Spring,,,
F1723_6_A_14,6,1/17/2023,12:36,39,Fall,,,,F1723_6_A_14,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_15,6,1/17/2023,12:38,34,Fall,,,,F1723_6_A_15,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_16,6,1/17/2023,12:40,37,Fall,,,,F1723_6_A_16,Spring,,Spring,,,
F1723_6_A_17,6,1/17/2023,12:42,46,Spring ,,,,F1723_6_A_17,Spring,,Spring,,,
F1723_6_A_18,6,1/17/2023,12:43,35,Fall,,,,F1723_6_A_18,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_19,6,1/17/2023,12:47,39,Fall,,,,F1723_6_A_19,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_2,6,1/17/2023,12:05,35,Fall,,,,F1723_6_A_2,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_20,6,1/18/2023,11:10,39,Fall,,,,F1723_6_A_20,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_21,6,1/18/2023,11:11,45,Spring ,,,,F1723_6_A_21,Spring,,Spring,,,
F1723_6_A_22,6,1/18/2023,11:13,36,Fall,,,,F1723_6_A_22,Spring,,Spring,,,
F1723_6_A_23,6,1/18/2023,11:17,49,Spring ,,,,F1723_6_A_23,Spring,,Spring,,,
F1723_6_A_24,6,1/18/2023,11:21,41,Fall,,,,F1723_6_A_24,Spring,,Spring,,,
F1723_6_A_25,6,1/18/2023,11:25,45,Spring ,,,,F1723_6_A_25,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_3,6,1/17/2023,12:07,46,Spring ,,,,F1723_6_A_3,Spring,,Spring,,,
F1723_6_A_4,6,1/17/2023,12:12,35,Fall,,,,F1723_6_A_4,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_5,6,1/17/2023,12:13,34,Fall,,,,F1723_6_A_5,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_6,6,1/17/2023,12:15,33,Fall,,,,F1723_6_A_6,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_7,6,1/17/2023,12:18,34,Fall,,,,F1723_6_A_7,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_A_8,6,1/17/2023,12:21,34,Fall,,,,,,,,,,
F1723_6_A_9,6,1/17/2023,12:22,38,Fall,,,,F1723_6_A_9,Fall or Late Fall,,Fall or Late Fall,,,
F1723_6_B_1,6,1/17/2023,12:50,55,Spring ,,,,F1723_6_B_1,Spring,,Spring,,,
F1723_6_B_2,6,1/18/2023,11:00,63,Winter,,,,F1723_6_B_2,Spring,,Spring,,,
F1723_6_B_3,6,1/18/2023,11:07,53,Spring ,,,,F1723_6_B_3,Spring,,Spring,,,
F1723_6_B_4,6,1/18/2023,11:08,52,Spring ,,,,F1723_6_B_4,Spring,,Spring,,,
F1723_6_B_5,6,1/18/2023,11:15,58,Spring ,,,,F1723_6_B_5,Spring,,Spring,,,
F6123_6_A_1,6,1/17/2023,12:15,38,Fall,,,,F6123_6_A_1,Spring,,Spring,,,
F6123_6_A_10,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_10,Spring,,Spring,,,
F6123_6_A_100,6,1/20/2023,12:00,37,Fall,,,,F6123_6_A_100,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_101,6,1/20/2023,12:00,38,Fall,,,,F6123_6_A_101,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_102,6,1/20/2023,12:00,34,Fall,,,,F6123_6_A_102,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_103,6,1/20/2023,12:00,37,Fall,,,,F6123_6_A_103,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_104,6,1/20/2023,12:00,36,Fall,,,,F6123_6_A_104,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_105,6,1/20/2023,12:00,33,Fall,,,,F6123_6_A_105,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_106,6,1/20/2023,12:00,37,Fall,,,,F6123_6_A_106,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_107,6,1/20/2023,12:00,35,Fall,,,,F6123_6_A_107,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_108,6,1/20/2023,12:00,35,Fall,,,,F6123_6_A_108,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_109,6,1/20/2023,12:00,37,Fall,,,,F6123_6_A_109,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_11,6,1/17/2023,12:15,38,Fall,,,,F6123_6_A_11,Spring,,Spring,,,
F6123_6_A_110,6,1/20/2023,12:00,38,Fall,,,,F6123_6_A_110,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_12,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_12,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_13,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_13,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_14,6,1/17/2023,12:15,37,Fall,,,,F6123_6_A_14,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_15,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_15,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_16,6,1/17/2023,12:15,37,Fall,,,,F6123_6_A_16,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_17,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_17,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_18,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_18,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_19,6,1/17/2023,12:15,38,Fall,,,,F6123_6_A_19,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_2,6,1/17/2023,12:15,37,Fall,,,,F6123_6_A_2,Not Assigned,,Not Assigned,,,
F6123_6_A_20,6,1/17/2023,12:15,34,Fall,,,,F6123_6_A_20,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_21,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_21,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_22,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_22,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_23,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_23,Spring,,Spring,,,
F6123_6_A_24,6,1/17/2023,12:15,45,Fall,,,,F6123_6_A_24,Spring,,Spring,,,
F6123_6_A_25,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_25,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_26,6,1/17/2023,12:15,40,Fall,,,,F6123_6_A_26,Spring,,Spring,,,
F6123_6_A_27,6,1/17/2023,12:15,38,Fall,,,,F6123_6_A_27,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_28,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_28,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_29,6,1/17/2023,12:15,33,Fall,,,,F6123_6_A_29,Spring,,Spring,,,
F6123_6_A_3,6,1/17/2023,12:15,39,Fall,,,,F6123_6_A_3,Spring,,Spring,,,
F6123_6_A_30,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_30,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_31,6,1/18/2023,10:30,38,Fall,,,,F6123_6_A_31,Spring,,Spring,,,
F6123_6_A_32,6,1/18/2023,10:30,34,Fall,,,,F6123_6_A_32,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_33,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_33,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_34,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_34,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_35,6,1/18/2023,10:30,38,Fall,,,,F6123_6_A_35,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_36,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_36,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_37,6,1/18/2023,10:30,34,Fall,,,,F6123_6_A_37,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_38,6,1/18/2023,10:30,36,Fall,,,,F6123_6_A_38,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_39,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_39,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_4,6,1/17/2023,12:15,39,Fall,,,,F6123_6_A_4,Spring,,Spring,,,
F6123_6_A_40,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_40,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_41,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_41,Spring,,Spring,,,
F6123_6_A_42,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_42,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_43,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_43,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_44,6,1/18/2023,10:30,36,Fall,,,,F6123_6_A_44,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_45,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_45,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_46,6,1/18/2023,10:30,36,Fall,,,,F6123_6_A_46,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_47,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_47,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_48,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_48,Spring,,Spring,,,
F6123_6_A_49,6,1/18/2023,10:30,36,Fall,,,,F6123_6_A_49,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_5,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_5,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_50,6,1/18/2023,10:30,38,Fall,,,,F6123_6_A_50,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_51,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_51,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_52,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_52,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_53,6,1/18/2023,10:30,36,Fall,,,,F6123_6_A_53,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_54,6,1/18/2023,10:30,34,Fall,,,,F6123_6_A_54,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_55,6,1/18/2023,10:30,35,Fall,,,,F6123_6_A_55,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_56,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_56,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_57,6,1/18/2023,10:30,37,Fall,,,,F6123_6_A_57,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_58,6,1/18/2023,10:30,39,Fall,,,,F6123_6_A_58,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_59,6,1/18/2023,10:30,36,Fall,,,,F6123_6_A_59,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_6,6,1/17/2023,12:15,37,Fall,,,,F6123_6_A_6,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_60,6,1/18/2023,10:30,38,Fall,,,,F6123_6_A_60,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_61,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_61,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_62,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_62,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_63,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_63,Spring,,Spring,,,
F6123_6_A_64,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_64,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_65,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_65,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_66,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_66,Spring,,Spring,,,
F6123_6_A_67,6,1/19/2023,9:40,34,Fall,,,,F6123_6_A_67,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_68,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_68,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_69,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_69,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_7,6,1/17/2023,12:15,36,Fall,,,,F6123_6_A_7,Spring,,Spring,,,
F6123_6_A_70,6,1/19/2023,9:40,33,Fall,,,,F6123_6_A_70,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_71,6,1/19/2023,9:40,33,Fall,,,,F6123_6_A_71,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_72,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_72,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_73,6,1/19/2023,9:40,37,Fall,,,,F6123_6_A_73,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_74,6,1/19/2023,9:40,38,Fall,,,,F6123_6_A_74,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_75,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_75,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_76,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_76,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_77,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_77,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_78,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_78,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_79,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_79,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_8,6,1/17/2023,12:15,38,Fall,,,,F6123_6_A_8,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_80,6,1/19/2023,9:40,34,Fall,,,,F6123_6_A_80,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_81,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_81,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_82,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_82,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_83,6,1/19/2023,9:40,35,Fall,,,,,,,,,,
F6123_6_A_84,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_84,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_85,6,1/19/2023,9:40,34,Fall,,,,F6123_6_A_85,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_86,6,1/19/2023,9:40,35,Fall,,,,F6123_6_A_86,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_87,6,1/19/2023,9:40,37,Fall,,,,F6123_6_A_87,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_88,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_88,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_89,6,1/19/2023,9:40,37,Fall,,,,F6123_6_A_89,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_9,6,1/17/2023,12:15,35,Fall,,,,F6123_6_A_9,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_90,6,1/19/2023,9:40,36,Fall,,,,F6123_6_A_90,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_91,6,1/20/2023,12:00,36,Fall,,,,,,,,,,
F6123_6_A_92,6,1/20/2023,12:00,37,Fall,,,,F6123_6_A_92,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_93,6,1/20/2023,12:00,35,Fall,,,,F6123_6_A_93,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_94,6,1/20/2023,12:00,34,Fall,,,,F6123_6_A_94,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_95,6,1/20/2023,12:00,34,Fall,,,,F6123_6_A_95,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_96,6,1/20/2023,12:00,39,Fall,,,,F6123_6_A_96,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_97,6,1/20/2023,12:00,36,Fall,,,,F6123_6_A_97,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_98,6,1/20/2023,12:00,35,Fall,,,,F6123_6_A_98,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_A_99,6,1/20/2023,12:00,36,Fall,,,,F6123_6_A_99,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_B_1,6,1/17/2023,13:30,56,Spring,,,,F6123_6_B_1,Spring,,Spring,,,
F6123_6_B_10,6,1/21/2023,9:00,52,Spring,,,,F6123_6_B_10,Spring,,Spring,,,
F6123_6_B_2,6,1/17/2023,13:30,58,Spring,,,,F6123_6_B_2,Spring,,Spring,,,
F6123_6_B_3,6,1/17/2023,13:30,61,Winter,,,,F6123_6_B_3,Spring,,Spring,,,
F6123_6_B_4,6,1/18/2023,11:35,50,Spring,,,,F6123_6_B_4,Spring,,Spring,,,
F6123_6_B_5,6,1/18/2023,11:35,60,Spring,,,,F6123_6_B_5,Spring,,Spring,,,
F6123_6_B_6,6,1/18/2023,11:35,60,Spring,,,,F6123_6_B_6,Fall or Late Fall,,Fall or Late Fall,,,
F6123_6_B_7,6,1/18/2023,11:35,65,Winter,,,,F6123_6_B_7,Spring,,Spring,,,
F6123_6_B_8,6,1/19/2023,11:08,64,Winter,,,,F6123_6_B_8,Spring,,Spring,,,
F6123_6_B_9,6,1/21/2023,2:50,52,Winter,,,,F6123_6_B_9,Spring,,Spring,,,
KNL23_6_A_1,6,1/4/2023,10:42,32,Fall,,,,,,,,,,
KNL23_6_A_10,6,1/4/2023,10:59,38,Fall,,,,,,,,,,
KNL23_6_A_11,6,1/4/2023,11:00,34,Fall,,,,,,,,,,
KNL23_6_A_12,6,1/4/2023,11:02,37,Fall,,,,,,,,,,
KNL23_6_A_13,6,1/4/2023,11:04,35,Fall,,,,,,,,,,
KNL23_6_A_14,6,1/4/2023,11:07,37,Fall,,,,,,,,,,
KNL23_6_A_15,6,1/4/2023,11:08,32,Fall,,,,,,,,,,
KNL23_6_A_16,6,1/4/2023,11:10,35,Fall,,,,,,,,,,
KNL23_6_A_17,6,1/4/2023,11:11,33,Fall,,,,,,,,,,
KNL23_6_A_18,6,1/4/2023,11:17,37,Fall,,,,,,,,,,
KNL23_6_A_19,6,1/4/2023,11:21,37,Fall,,,,,,,,,,
KNL23_6_A_2,6,1/4/2023,10:46,35,Fall,,,,,,,,,,
KNL23_6_A_20,6,1/4/2023,11:22,38,Fall,,,,,,,,,,
KNL23_6_A_21,6,1/4/2023,11:23,34,Fall,,,,,,,,,,
KNL23_6_A_22,6,1/4/2023,11:24,39,Fall,,,,,,,,,,
KNL23_6_A_23,6,1/4/2023,11:25,33,Fall,,,,,,,,,,
KNL23_6_A_24,6,1/4/2023,11:30,35,Fall,,,,,,,,,,
KNL23_6_A_25,6,1/4/2023,11:30,36,Fall,,,,,,,,,,
KNL23_6_A_26,6,1/4/2023,11:33,36,Fall,,,,,,,,,,
KNL23_6_A_27,6,1/4/2023,11:34,37,Fall,,,,,,,,,,
KNL23_6_A_28,6,1/4/2023,11:35,35,Fall,,,,,,,,,,
KNL23_6_A_29,6,1/4/2023,11:37,36,Fall,,,,,,,,,,
KNL23_6_A_3,6,1/4/2023,10:48,37,Fall,,,,,,,,,,
KNL23_6_A_30,6,1/4/2023,,,,,,,,,,,,,
KNL23_6_A_4,6,1/4/2023,10:50,36,Fall,,,,,,,,,,
KNL23_6_A_5,6,1/4/2023,10:52,37,Fall,,,,,,,,,,
KNL23_6_A_6,6,1/4/2023,10:53,34,Fall,,,,,,,,,,
KNL23_6_A_7,6,1/4/2023,10:54,36,Fall,,,,,,,,,,
KNL23_6_A_8,6,1/4/2023,10:56,39,Fall,,,,,,,,,,
KNL23_6_A_9,6,1/4/2023,10:57,36,Fall,,,,,,,,,,
TIS23_6_A_1,6,1/18/2023,10:15,43,Fall,,,,,,,,,,
TIS23_6_A_10,6,1/18/2023,10:15,34,Fall,,,,,,,,,,
TIS23_6_A_11,6,1/18/2023,10:15,38,Fall,,,,,,,,,,
TIS23_6_A_12,6,1/18/2023,10:15,41,Fall,,,,,,,,,,
TIS23_6_A_13,6,1/18/2023,10:15,40,Fall,,,,,,,,,,
TIS23_6_A_14,6,1/18/2023,10:15,43,Fall,,,,,,,,,,
TIS23_6_A_15,6,1/18/2023,10:15,39,Fall,,,,,,,,,,
TIS23_6_A_16,6,1/18/2023,10:15,40,Fall,,,,,,,,,,
TIS23_6_A_17,6,1/18/2023,10:15,43,Fall,,,,,,,,,,
TIS23_6_A_18,6,1/18/2023,10:15,39,Fall,,,,,,,,,,
TIS23_6_A_19,6,1/18/2023,10:15,36,Fall,,,,,,,,,,
TIS23_6_A_2,6,1/18/2023,10:15,41,Fall,,,,,,,,,,
TIS23_6_A_20,6,1/18/2023,10:15,41,Fall,,,,,,,,,,
TIS23_6_A_21,6,1/18/2023,10:15,39,Fall,,,,,,,,,,
TIS23_6_A_22,6,1/18/2023,10:15,38,Fall,,,,,,,,,,
TIS23_6_A_23,6,1/18/2023,10:15,39,Fall,,,,,,,,,,
TIS23_6_A_24,6,1/18/2023,10:15,37,Fall,,,,,,,,,,
TIS23_6_A_25,6,1/18/2023,10:15,39,Fall,,,,,,,,,,
TIS23_6_A_26,6,1/18/2023,10:15,37,Fall,,,,,,,,,,
TIS23_6_A_27,6,1/18/2023,10:15,40,Fall,,,,,,,,,,
TIS23_6_A_28,6,1/18/2023,10:15,42,Fall,,,,,,,,,,
TIS23_6_A_29,6,1/18/2023,10:15,41,Fall,,,,,,,,,,
TIS23_6_A_3,6,1/18/2023,10:15,35,Fall,,,,,,,,,,
TIS23_6_A_30,6,1/18/2023,10:15,38,Fall,,,,,,,,,,
TIS23_6_A_4,6,1/18/2023,10:15,37,Fall,,,,,,,,,,
TIS23_6_A_5,6,1/18/2023,10:15,38,Fall,,,,,,,,,,
TIS23_6_A_6,6,1/18/2023,10:15,36,Fall,,,,,,,,,,
TIS23_6_A_7,6,1/18/2023,10:15,33,Fall,,,,,,,,,,
TIS23_6_A_8,6,1/18/2023,10:15,36,Fall,,,,,,,,,,
TIS23_6_A_9,6,1/18/2023,10:15,41,Fall,,,,,,,,,,
TIS23_6_B_1,6,1/17/2023,10:00,52,Spring,,,,,,,,,,
TIS23_6_B_2,6,1/17/2023,10:00,45,Spring,,,,,,,,,,
TIS23_6_B_3,6,1/17/2023,10:00,45,Spring,,,,,,,,,,
TIS23_6_B_4,6,1/18/2023,11:00,53,Spring,,,,,,,,,,
TIS23_6_C_1,6,1/18/2023,11:00,70,Winter,,,,,,,,,,
YUR23_6_A_1,6,1/16/2023,9:18,38,Fall,,,,,,,,,,
YUR23_6_A_10,6,1/16/2023,9:33,34,Fall,,,,,,,,,,
YUR23_6_A_11,6,1/16/2023,9:34,37,Fall,,,,,,,,,,
YUR23_6_A_12,6,1/16/2023,9:35,37,Fall,,,,,,,,,,
YUR23_6_A_13,6,1/16/2023,9:36,32,Fall,,,,,,,,,,
YUR23_6_A_14,6,1/16/2023,9:36,27,Fall,,,,,,,,,,
YUR23_6_A_15,6,1/17/2023,10:55,40,Fall,,,,,,,,,,
YUR23_6_A_2,6,1/16/2023,9:19,34,Fall,,,,,,,,,,
YUR23_6_A_3,6,1/16/2023,9:21,34,Fall,,,,,,,,,,
YUR23_6_A_4,6,1/16/2023,9:22,35,Fall,,,,,,,,,,
YUR23_6_A_5,6,1/16/2023,9:23,34,Fall,,,,,,,,,,
YUR23_6_A_6,6,1/16/2023,9:26,35,Fall,,,,,,,,,,
YUR23_6_A_7,6,1/16/2023,9:29,38,Fall,,,,,,,,,,
YUR23_6_A_8,6,1/16/2023,9:31,36,Fall,,,,,,,,,,
YUR23_6_A_9,6,1/16/2023,9:32,36,Fall,,,,,,,,,,
YUR23_6_B_1,6,1/16/2023,9:25,52,Spring,,,,,,,,,,
YUR23_6_B_2,6,1/16/2023,9:27,53,Spring,,,,,,,,,,
YUR23_6_B_3,6,1/16/2023,9:30,48,Spring,,,,,,,,,,
YUR23_6_B_4,6,1/17/2023,10:50,52,Spring,,,,,,,,,,
YUR23_6_B_5,6,1/17/2023,10:52,59,Spring,,,,,,,,,,
BTC23_7_A_1,7,1/30/2023,n/r,37,Fall,,,,,,,,,,
BTC23_7_A_10,7,1/31/2023,n/r,37,Fall,,,,,,,,,,
BTC23_7_A_11,7,1/31/2023,n/r,37,Fall,,,,,,,,,,
BTC23_7_A_12,7,1/31/2023,n/r,33,Fall,,,,,,,,,,
BTC23_7_A_13,7,1/31/2023,n/r,35,Fall,,,,,,,,,,
BTC23_7_A_14,7,1/31/2023,n/r,33,Fall,,,,,,,,,,
BTC23_7_A_15,7,1/31/2023,n/r,32,Fall,,,,,,,,,,
BTC23_7_A_16,7,2/1/2023,n/r,35,Fall,,,,,,,,,,
BTC23_7_A_17,7,2/1/2023,n/r,34,Fall,,,,,,,,,,
BTC23_7_A_18,7,2/1/2023,n/r,36,Fall,,,,,,,,,,
BTC23_7_A_19,7,2/1/2023,n/r,36,Fall,,,,,,,,,,
BTC23_7_A_2,7,1/30/2023,n/r,36,Fall,,,,,,,,,,
BTC23_7_A_20,7,2/2/2023,n/r,34,Fall,,,,,,,,,,
BTC23_7_A_21,7,2/2/2023,n/r,33,Fall,,,,,,,,,,
BTC23_7_A_22,7,2/2/2023,n/r,32,Fall,,,,,,,,,,
BTC23_7_A_23,7,2/2/2023,n/r,35,Fall,,Early/Early,,,,,Spring*,,,
BTC23_7_A_24,7,2/2/2023,n/r,33,Fall,,,,,,,,,,
BTC23_7_A_25,7,2/2/2023,n/r,35,Fall,,Early/Early,,,,,Spring*,,,
BTC23_7_A_3,7,1/30/2023,n/r,36,Fall,,Early/Early,,,,,Spring*,,,
