SampleID	Gtseq_Chr28_Geno	Pop_Structure_ID	CV_Fall	CV_Late_Fall	CV_Spring	CV_Winter	Tributary	ButteFall	FRHfall	FRHsp	MillDeerFall	SanJoaquinFall	ButteSp	MillDeerSp	ColemanLF	SacWin
CLR23_12_A_21	LATE	FALL	1	0	0	0		0.001	0.042	0.008	0.001	0.949	0	0	0	0
CLR23_12_A_22	LATE	FALL	1	0	0	0		0.123	0.636	0.002	0.009	0.229	0	0	0.001	0
CLR23_12_A_23	LATE	FALL	1	0	0	0		0.031	0.113	0.032	0.001	0.823	0	0	0	0
CLR23_12_A_24	LATE	FALL	1	0	0	0		0.055	0.311	0.001	0.003	0.63	0	0	0	0
CLR23_12_A_25	LATE	FALL	1	0	0	0		0.255	0.161	0.005	0.001	0.578	0	0	0	0
CLR23_12_A_3	LATE	FALL	1	0	0	0		0.018	0.166	0.044	0.469	0.302	0	0	0.001	0
CLR23_12_A_4	LATE	FALL	1	0	0	0		0.001	0.504	0.002	0.003	0.49	0	0	0	0
CLR23_12_A_5	LATE	LATEFALL	0.09	0.91	0	0		0.055	0.024	0.001	0.009	0.004	0	0	0.907	0
CLR23_12_A_6	LATE	FALL	1	0	0	0		0.015	0.046	0.009	0.096	0.835	0	0	0	0
CLR23_12_A_7	LATE	LATEFALL	0.02	0.98	0	0		0.001	0.007	0	0.001	0.013	0	0	0.978	0
CLR23_12_A_8	LATE	FALL	1	0	0	0		0.019	0.869	0.043	0.007	0.063	0	0	0	0
CLR23_12_A_9	LATE	FALL	1	0	0	0		0.001	0.184	0.002	0.389	0.423	0	0	0	0
CLR23_12_B_1	LATE	LATEFALL	0.31	0.69	0	0		0.126	0.008	0	0.154	0.026	0	0	0.686	0
CLR23_12_B_2	LATE	FALL	1	0	0	0		0	0.964	0.036	0	0	0	0	0	0
CLR23_12_B_3	LATE	FALL	1	0	0	0		0.006	0.74	0.012	0.031	0.211	0	0	0	0
CLR23_12_B_4	LATE	FALL	1	0	0	0		0.243	0.724	0	0.006	0.025	0	0	0.001	0
CLR23_12_B_5	LATE	FALL	1	0	0	0		0.377	0.153	0.234	0.036	0.201	0	0	0	0
CLR23_12_C_1	LATE	FALL	1	0	0	0		0.773	0.143	0	0.001	0.083	0	0	0	0
CLR23_12_C_2	LATE	FALL	1	0	0	0		0.012	0.798	0.102	0.069	0.019	0	0	0	0
CLR23_13_A_1	LATE	FALL	0.99	0.01	0	0		0.023	0.136	0.001	0.825	0.002	0	0	0.013	0
CLR23_13_A_2	LATE	FALL	1	0	0	0		0	0.003	0	0.96	0.037	0	0	0	0
CLR23_13_A_3	LATE	LATEFALL	0.23	0.77	0	0		0	0.221	0	0.007	0.001	0	0	0.771	0
CLR23_13_A_4	LATE	FALL	0.85	0.15	0	0		0.001	0.082	0.004	0.009	0.756	0	0	0.147	0
CLR23_13_A_5	LATE	LATEFALL	0.18	0.82	0	0		0.008	0.076	0.006	0.068	0.025	0	0	0.817	0
CLR23_13_A_6	LATE	LATEFALL	0.09	0.91	0	0		0	0.056	0	0.031	0.004	0	0	0.908	0
CLR23_13_A_7	LATE	FALL	0.9	0.1	0	0		0	0.161	0.043	0	0.696	0	0	0.099	0
CLR23_13_A_8	LATE	FALL	1	0	0	0		0.013	0.863	0.099	0.01	0.015	0	0	0	0
CLR23_13_B_1	HETEROZYGOTE	FALL	0.97	0.03	0	0		0.013	0.356	0.012	0.559	0.031	0	0	0.028	0
CLR23_13_B_2	LATE	FALL	1	0	0	0		0.034	0.963	0	0.002	0	0	0	0	0
CLR23_13_B_3	LATE	FALL	1	0	0	0		0.036	0.282	0.199	0.001	0.482	0	0	0	0
CLR23_13_B_4	LATE	FALL	1	0	0	0		0.022	0.413	0.542	0.001	0.022	0	0	0	0
CLR23_13_B_5	HETEROZYGOTE	FALL	1	0	0	0		0.058	0.759	0	0.103	0.079	0	0	0	0
CLR23_14_A_1	LATE	FALL	0.59	0.41	0	0		0.006	0.333	0.003	0.027	0.218	0	0	0.413	0
CLR23_14_A_2a	LATE	FALL	0.88	0.12	0	0		0.001	0.729	0	0.153	0	0	0	0.116	0
CLR23_14_A_2b		FALL	1	0	0	0		0.028	0.535	0.285	0.029	0.123	0	0	0.001	0
CLR23_14_A_3	LATE	FALL	0.98	0.02	0	0		0.004	0.886	0.002	0.017	0.072	0	0	0.019	0
CLR23_14_A_4	LATE	LATEFALL	0.07	0.93	0	0		0.021	0.046	0	0	0.001	0	0	0.933	0
CLR23_14_A_5	LATE	LATEFALL	0.01	0.99	0	0		0	0.001	0	0.008	0	0	0	0.991	0
CLR23_14_A_6	LATE	FALL	0.97	0.03	0	0		0.18	0.73	0	0.063	0	0	0	0.027	0
CLR23_14_A_7	LATE	LATEFALL	0	1	0	0		0	0.001	0	0	0	0	0	0.999	0
CLR23_14_A_8	LATE	FALL	0.71	0.29	0	0		0.013	0.648	0	0.05	0	0	0	0.288	0
CLR23_14_B_1	LATE	FALL	1	0	0	0		0	0.2	0.15	0.046	0.604	0	0	0	0
CLR23_14_B_2	LATE	FALL	1	0	0	0		0.001	0.997	0.002	0	0	0	0	0	0
CLR23_14_B_3	LATE	FALL	1	0	0	0		0	0.823	0.011	0.006	0.16	0	0	0	0
CLR23_14_B_4	LATE	FALL	1	0	0	0		0.003	0.988	0.001	0.004	0.004	0	0	0	0
CLR23_14_B_5	LATE	FALL	1	0	0	0		0	0.581	0.001	0.011	0.407	0	0	0	0
CLR23_14_C_1	LATE	FALL	1	0	0	0		0	0.996	0	0.001	0.001	0	0	0.002	0
CLR23_14_C_2	LATE	FALL	1	0	0	0		0	0.59	0.008	0	0.402	0	0	0	0
CLR23_14_C_3	LATE	FALL	1	0	0	0		0.028	0.75	0.153	0.065	0.004	0	0	0	0
CLR23_2_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_2_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_2_A_11	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_2_A_12	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_2_A_2																
CLR23_2_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_2_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_2_A_9	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_1																
CLR23_3_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_11	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_12	EARLY	SPRING	0.09	0	0.91	0	ButteSp	0.089	0.001	0	0	0	0.909	0	0	0
CLR23_3_A_13	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_14	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.999	0.001	0	0
CLR23_3_A_15	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_17	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_18	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_19	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_20	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_21	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_22	EARLY	SPRING	0	0	1	0	ButteSp	0	0.003	0	0	0	0.99	0.007	0	0
CLR23_3_A_23	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_24	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_25	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_3_A_9	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.007	0.678	0.028	0.284	0.002	0	0	0.001	0
CLR23_4_A_10	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.999	0	0	0	0	0	0	0
CLR23_4_A_11	HETEROZYGOTE	FALL	1	0	0	0		0.022	0.206	0.002	0.683	0.088	0	0	0	0
CLR23_4_A_12	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_13	EARLY	SPRING	0.92	0.08	0	0	Feather River Spring	0.762	0.159	0.001	0.001	0.001	0	0	0.076	0
CLR23_4_A_14	EARLY	SPRING	1	0	0	0	Feather River Spring	0.457	0.542	0	0	0	0	0	0	0
CLR23_4_A_15	EARLY	SPRING	1	0	0	0	Feather River Spring	0.011	0.979	0.001	0.005	0.004	0	0	0	0
CLR23_4_A_16	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_17	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.005	0	0.985	0.009	0	0	0	0
CLR23_4_A_18	EARLY	SPRING	1	0	0	0	Feather River Spring	0.007	0.931	0.035	0.022	0.005	0	0	0	0
CLR23_4_A_19	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.984	0.012	0.001	0	0	0	0	0
CLR23_4_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0.001	0	0	0	0.998	0	0	0
CLR23_4_A_20	EARLY	SPRING	1	0	0	0	Feather River Spring	0.419	0.556	0	0.016	0.009	0	0	0	0
CLR23_4_A_21	EARLY	SPRING	1	0	0	0	Feather River Spring	0.023	0.709	0.005	0.022	0.241	0	0	0	0
CLR23_4_A_22	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_23	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_24	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_25	HETEROZYGOTE	FALL	1	0	0	0		0.024	0.901	0.052	0.016	0.006	0	0	0	0
CLR23_4_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_4_A_4	HETEROZYGOTE	FALL	0.88	0.12	0	0		0.43	0.44	0	0.009	0.004	0	0	0.117	0
CLR23_4_A_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.004	0.279	0.375	0.341	0.001	0	0	0	0
CLR23_4_A_6	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.999	0.001	0	0	0	0	0	0
CLR23_4_A_7	EARLY	SPRING	0.02	0	0.98	0	ButteSp	0	0.019	0.001	0	0	0.979	0	0	0
CLR23_4_A_8	EARLY	SPRING	0.89	0.11	0	0	Feather River Spring	0	0.124	0	0.731	0.032	0	0	0.113	0
CLR23_4_A_9	EARLY	SPRING	1	0	0	0	Feather River Spring	0.019	0.95	0.017	0.006	0.008	0	0	0	0
CLR23_4_B_1	LATE	FALL	0.99	0.01	0	0		0.012	0	0	0	0.977	0	0	0.011	0
CLR23_7_A_1																
CLR23_7_A_10	LATE	FALL	1	0	0	0		0	0.416	0.22	0.327	0.037	0	0	0	0
CLR23_7_A_11	HETEROZYGOTE	FALL	1	0	0	0		0.045	0.893	0.024	0.035	0.003	0	0	0	0
CLR23_7_A_12	LATE	FALL	1	0	0	0		0.007	0.008	0	0.002	0.982	0	0	0	0
CLR23_7_A_13	LATE	FALL	1	0	0	0		0.223	0.412	0.001	0.001	0.364	0	0	0	0
CLR23_7_A_14	HETEROZYGOTE	FALL	1	0	0	0		0.068	0.765	0.001	0.133	0.034	0	0	0	0
CLR23_7_A_15																
CLR23_7_A_16	LATE	FALL	1	0	0	0		0	0.876	0.001	0.026	0.097	0	0	0	0
CLR23_7_A_17	LATE	FALL	1	0	0	0		0.001	0.939	0.055	0	0.004	0	0	0	0
CLR23_7_A_18	LATE	FALL	0.98	0.02	0	0		0.918	0.047	0	0.012	0.006	0	0	0.018	0
CLR23_7_A_19	LATE	FALL	1	0	0	0		0	0.601	0.014	0.008	0.377	0	0	0	0
CLR23_7_A_2	LATE	FALL	1	0	0	0		0.539	0.393	0.001	0.001	0.066	0	0	0	0
CLR23_7_A_20																
CLR23_7_A_21	HETEROZYGOTE	FALL	1	0	0	0		0.353	0.617	0.001	0.019	0.01	0	0	0	0
CLR23_7_A_22	LATE	FALL	1	0	0	0		0.003	0.967	0	0.03	0	0	0	0	0
CLR23_7_A_23	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.992	0.001	0.001	0.005	0	0	0	0
CLR23_7_A_24	LATE	FALL	1	0	0	0		0.008	0.961	0.004	0.003	0.024	0	0	0	0
CLR23_7_A_25	HETEROZYGOTE	FALL	1	0	0	0		0.201	0.655	0.001	0.005	0.137	0	0	0	0
CLR23_7_A_3	LATE	FALL	1	0	0	0		0	0.845	0	0.005	0.151	0	0	0	0
CLR23_7_A_4	LATE	FALL	1	0	0	0		0.005	0.802	0.106	0.006	0.081	0	0	0	0
CLR23_7_A_5	LATE	FALL	1	0	0	0		0.017	0.504	0	0.107	0.373	0	0	0	0
CLR23_7_A_6	LATE	FALL	1	0	0	0		0	0.963	0	0.004	0.032	0	0	0	0
CLR23_7_A_7	LATE	FALL	1	0	0	0		0.004	0.985	0.002	0.007	0.001	0	0	0	0
CLR23_7_A_8	HETEROZYGOTE	FALL	1	0	0	0		0	0.849	0	0.007	0.144	0	0	0	0
CLR23_7_A_9	LATE	FALL	1	0	0	0		0.028	0.788	0.012	0.002	0.17	0	0	0	0
CLR23_8_A_1	LATE	FALL	1	0	0	0		0	0.985	0	0.001	0.014	0	0	0	0
CLR23_8_A_10	LATE	FALL	1	0	0	0		0.015	0.972	0.004	0.005	0.003	0	0	0	0
CLR23_8_A_11	LATE	FALL	1	0	0	0		0.055	0.247	0.622	0.063	0.012	0	0	0	0
CLR23_8_A_12	LATE	FALL	1	0	0	0		0.012	0.072	0.092	0.009	0.813	0	0	0.003	0
CLR23_8_A_13	EARLY	SPRING	1	0	0	0	Feather River Spring	0.069	0.906	0.002	0.019	0.004	0	0	0	0
CLR23_8_A_14	LATE	FALL	1	0	0	0		0	0.798	0.019	0.163	0.02	0	0	0	0
CLR23_8_A_15	LATE	FALL	1	0	0	0		0	0.574	0	0.407	0.019	0	0	0	0
CLR23_8_A_16	LATE	FALL	0.98	0.02	0	0		0.115	0.722	0	0.139	0.005	0	0	0.018	0
CLR23_8_A_17	LATE	FALL	1	0	0	0		0.01	0.989	0	0	0	0	0	0	0
CLR23_8_A_18	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.123	0.001	0.012	0.863	0	0	0	0
CLR23_8_A_19	LATE	FALL	1	0	0	0		0.047	0.903	0.009	0.033	0.007	0	0	0	0
CLR23_8_A_2	LATE	FALL	1	0	0	0		0.001	0.007	0	0.976	0.013	0	0	0.002	0
CLR23_8_A_20	LATE	FALL	1	0	0	0		0.005	0.925	0.015	0.042	0.013	0	0	0	0
CLR23_8_A_21	LATE	FALL	1	0	0	0		0.003	0.996	0.001	0	0	0	0	0	0
CLR23_8_A_22	LATE	FALL	1	0	0	0		0	0.996	0.001	0.002	0.002	0	0	0	0
CLR23_8_A_23	LATE	LATEFALL	0.2	0.8	0	0		0.002	0.197	0.002	0.001	0.002	0	0	0.796	0
CLR23_8_A_24	HETEROZYGOTE	FALL	1	0	0	0		0.061	0.853	0.086	0	0	0	0	0	0
CLR23_8_A_25	LATE	FALL	1	0	0	0		0.005	0.452	0.004	0.537	0.002	0	0	0	0
CLR23_8_A_3	LATE	FALL	1	0	0	0		0	0.998	0.001	0	0	0	0	0	0
CLR23_8_A_4	HETEROZYGOTE	FALL	1	0	0	0		0	0.909	0.008	0.014	0.069	0	0	0	0
CLR23_8_A_5	LATE	FALL	1	0	0	0		0	0	0	0.998	0.001	0	0	0	0
CLR23_8_A_6	LATE	FALL	1	0	0	0		0.171	0.117	0.013	0.234	0.464	0	0	0	0
CLR23_8_A_7	LATE	FALL	1	0	0	0		0	0.988	0	0.006	0.006	0	0	0	0
CLR23_8_A_8	LATE	FALL	1	0	0	0		0.001	0.548	0	0.449	0.002	0	0	0	0
CLR23_8_A_9	LATE	FALL	1	0	0	0		0.166	0.817	0.001	0.016	0	0	0	0	0
CLR23_9_A_1	LATE	FALL	1	0	0	0		0	0.101	0.899	0	0	0	0	0	0
CLR23_9_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.9	0.003	0.006	0.09	0	0	0	0
CLR23_9_A_11	LATE	FALL	1	0	0	0		0	0.966	0.006	0.002	0.026	0	0	0	0
CLR23_9_A_12	HETEROZYGOTE	FALL	1	0	0	0		0	0.795	0.001	0.009	0.192	0	0	0.003	0
CLR23_9_A_13	HETEROZYGOTE	FALL	1	0	0	0		0	0.997	0	0.002	0.001	0	0	0	0
CLR23_9_A_14	LATE	FALL	1	0	0	0		0.039	0.114	0.844	0.001	0	0	0	0.002	0
CLR23_9_A_15	LATE	FALL	1	0	0	0		0.021	0.665	0.179	0.011	0.122	0	0	0.001	0
CLR23_9_A_16																
CLR23_9_A_17	HETEROZYGOTE	FALL	1	0	0	0		0.011	0.759	0	0.002	0.228	0	0	0	0
CLR23_9_A_18	HETEROZYGOTE	FALL	1	0	0	0		0.328	0.602	0.056	0.01	0.005	0	0	0	0
CLR23_9_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.012	0.933	0.048	0.001	0.005	0	0	0	0
CLR23_9_A_20	HETEROZYGOTE	FALL	1	0	0	0		0.01	0.592	0.165	0.021	0.213	0	0	0	0
CLR23_9_A_21	LATE	FALL	1	0	0	0		0	0.743	0.083	0.168	0.006	0	0	0	0
CLR23_9_A_22	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.918	0.069	0.009	0.002	0	0	0	0
CLR23_9_A_23	HETEROZYGOTE	FALL	1	0	0	0		0	0.225	0.062	0.078	0.634	0	0	0	0
CLR23_9_A_24	LATE	FALL	1	0	0	0		0	0.889	0.002	0.095	0.014	0	0	0	0
CLR23_9_A_25	LATE	FALL	1	0	0	0		0	0.996	0.001	0	0.002	0	0	0.001	0
CLR23_9_A_2a	LATE	FALL	1	0	0	0		0	0.864	0.034	0.002	0.099	0	0	0	0
CLR23_9_A_2b	LATE	FALL	1	0	0	0		0	0.708	0.017	0.003	0.273	0	0	0	0
CLR23_9_A_3	LATE	FALL	1	0	0	0		0	0.125	0.028	0.46	0.387	0	0	0	0
CLR23_9_A_4	LATE	FALL	1	0	0	0		0	0.018	0	0.893	0.088	0	0	0	0
CLR23_9_A_5		SPRING	0.49	0	0.51	0	ButteSp	0.091	0.171	0.009	0.045	0.173	0.51	0.001	0	0
CLR23_9_A_6																
CLR23_9_A_7	HETEROZYGOTE	FALL	1	0	0	0		0	0.957	0	0.001	0.04	0	0	0.002	0
CLR23_9_A_8	HETEROZYGOTE	FALL	1	0	0	0		0	0.999	0	0.001	0	0	0	0	0
CLR23_9_A_9	HETEROZYGOTE	FALL	1	0	0	0		0	0.936	0	0.032	0.03	0	0	0.001	0
CLR23_9_B_1	LATE	FALL	1	0	0	0		0.007	0.981	0.003	0.007	0.002	0	0	0	0
DEER_NON_EVENT	EARLY	SPRING	0.03	0	0.97	0	ButteSp	0	0.001	0.027	0	0	0.932	0.04	0	0
DEL23_10_A_1	LATE	FALL	1	0	0	0		0.108	0.648	0	0.005	0.238	0	0	0	0
DEL23_10_A_2	LATE	FALL	1	0	0	0		0.071	0.17	0.014	0.102	0.644	0	0	0	0
DEL23_10_A_3	LATE	FALL	0.94	0.06	0	0		0.815	0.124	0.002	0	0.003	0	0	0.056	0
DEL23_10_A_4	LATE	FALL	0.99	0.01	0	0		0	0	0	0.002	0.992	0	0	0.005	0
DEL23_10_A_5	LATE	FALL	1	0	0	0		0.134	0.133	0.01	0	0.723	0	0	0	0
DEL23_10_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.973	0.013	0.004	0.002	0.008	0	0	0.001	0
DEL23_10_B_2	LATE	FALL	1	0	0	0		0	0.348	0	0	0.648	0	0	0.004	0
DEL23_10_B_3	LATE	FALL	1	0	0	0		0.218	0.039	0	0.009	0.734	0	0	0	0
DEL23_11_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.379	0.181	0.025	0.413	0	0	0	0
DEL23_11_B_2	HETEROZYGOTE	FALL	0.98	0.02	0	0		0	0.971	0.008	0	0.001	0	0	0.02	0
DEL23_12_B_1	LATE	FALL	1	0	0	0		0.004	0.935	0.061	0	0	0	0	0	0
DEL23_12_B_2	LATE	FALL	1	0	0	0		0.81	0.06	0	0.002	0.127	0	0	0	0
DEL23_13_B_1	LATE	FALL	1	0	0	0		0.001	0.116	0.004	0.005	0.875	0	0	0	0
DEL23_13_B_2	LATE	FALL	1	0	0	0		0	0.8	0.095	0.104	0	0	0	0	0
DEL23_13_B_3	HETEROZYGOTE	FALL	1	0	0	0		0.069	0.927	0	0.001	0.003	0	0	0	0
DEL23_13_B_4	LATE	FALL	1	0	0	0		0	0.006	0.001	0.959	0.033	0	0	0	0
DEL23_13_C_1	LATE	FALL	1	0	0	0		0.001	0.278	0.002	0.672	0.047	0	0	0	0
DEL23_13_C_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.138	0.001	0.106	0.753	0	0	0	0
DEL23_13_C_3	HETEROZYGOTE	FALL	0.91	0.09	0	0		0.052	0.823	0.001	0	0.033	0	0	0.092	0
DEL23_13_C_4	HETEROZYGOTE	FALL	1	0	0	0		0.008	0.749	0.018	0.144	0.082	0	0	0	0
DEL23_13_C_5	LATE	FALL	1	0	0	0		0.001	0.988	0.01	0	0	0	0	0	0
DEL23_13_C_6	LATE	FALL	0.8	0.2	0	0		0.321	0.121	0.26	0.088	0.009	0	0	0.2	0
DEL23_7_A_10	LATE	FALL	1	0	0	0		0	0.982	0	0.017	0	0	0	0	0
DEL23_7_A_13	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.001	0.952	0	0.04	0.002	0	0	0.005	0
DEL23_7_A_14	LATE	FALL	1	0	0	0		0.035	0.87	0.002	0.088	0.005	0	0	0	0
DEL23_7_A_15	LATE	FALL	1	0	0	0		0.034	0.382	0.038	0.522	0.024	0	0	0	0
DEL23_7_A_16	EARLY	SPRING	1	0	0	0	Feather River Spring	0.899	0.09	0	0.006	0	0	0	0.004	0
DEL23_7_A_17	HETEROZYGOTE	FALL	1	0	0	0		0	0.19	0.011	0.798	0	0	0	0	0
DEL23_7_A_18	LATE	FALL	0.97	0.03	0	0		0.01	0.448	0.003	0.004	0.509	0	0	0.027	0
DEL23_7_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.046	0.236	0	0.006	0.711	0	0	0	0
DEL23_7_A_2	LATE	FALL	1	0	0	0		0	0.911	0.001	0.027	0.061	0	0	0	0
DEL23_7_A_20	HETEROZYGOTE	FALL	1	0	0	0		0	0.938	0.001	0.061	0	0	0	0	0
DEL23_7_A_21	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.079	0.002	0.844	0.062	0	0	0	0
DEL23_7_A_22	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.997	0	0	0.002	0	0	0	0
DEL23_7_A_23	LATE	FALL	1	0	0	0		0.159	0.054	0	0.786	0.001	0	0	0	0
DEL23_7_A_24	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.632	0.004	0.154	0.21	0	0	0	0
DEL23_7_A_25	EARLY	SPRING	1	0	0	0	Feather River Spring	0.07	0.734	0.021	0.163	0.012	0	0	0	0
DEL23_7_A_3	LATE	FALL	1	0	0	0		0.008	0.884	0.001	0.089	0.018	0	0	0	0
DEL23_7_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.069	0.118	0	0.201	0.612	0	0	0	0
DEL23_7_A_5	LATE	FALL	1	0	0	0		0	0.6	0.109	0.001	0.289	0	0	0.001	0
DEL23_7_A_6	EARLY	SPRING	0.99	0.01	0	0	Feather River Spring	0.019	0.3	0.27	0.393	0.008	0	0	0.008	0
DEL23_7_A_7	LATE	FALL	1	0	0	0		0.185	0.628	0.001	0.02	0.166	0	0	0	0
DEL23_7_A_8	HETEROZYGOTE	FALL	1	0	0	0		0.005	0.991	0	0.002	0.001	0	0	0	0
DEL23_7_A_9																
DEL23_7_B_1	LATE	FALL	0.99	0.01	0	0		0.048	0.004	0	0.856	0.085	0	0	0.008	0
DEL23_7_B_2	LATE	FALL	1	0	0	0		0.003	0.722	0.258	0.001	0.017	0	0	0	0
DEL23_7_B_3	LATE	FALL	1	0	0	0		0.001	0.974	0.021	0.004	0.001	0	0	0	0
DEL23_7_B_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.059	0.934	0.004	0.003	0	0	0	0
DEL23_7_B_5	HETEROZYGOTE	FALL	0.95	0	0.05	0		0.794	0.101	0.043	0	0.009	0.052	0	0	0
DEL23_8_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.942	0.024	0	0.03	0.004	0	0	0.001	0
DEL23_9_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.004	0.552	0.073	0.042	0.324	0	0	0.004	0
DEL23_9_B_1	LATE	FALL	1	0	0	0		0.004	0.782	0.033	0.007	0.174	0	0	0	0
DEL23_9_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.164	0.824	0.007	0.002	0.003	0	0	0	0
DEL23_9_B_3	LATE	FALL	1	0	0	0		0.014	0.725	0	0.016	0.246	0	0	0	0
DEL23_9_B_4	LATE	FALL	1	0	0	0		0.04	0.95	0	0.009	0.001	0	0	0	0
DEL23_9_B_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.995	0.004	0	0.001	0	0	0	0
DER23_1_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.978	0.022	0	0
DER23_1_C_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
DER23_1_C_3	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0	0	0	0	1	0	0
DER23_1_D_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
DER23_1_D_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
DER23_1_D_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
DER23_1_E_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
DER23_11_A_1	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0	0	0	0.314	0.685	0	0
DER23_12_A_1	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0	0	0	0.024	0.975	0	0
DER23_12_B_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
