SampleID	Gtseq_Chr28_Geno	Pop_Structure_ID	CV_Fall	CV_Late_Fall	CV_Spring	CV_Winter	Tributary	ButteFall	FRHfall	FRHsp	MillDeerFall	SanJoaquinFall	ButteSp	MillDeerSp	ColemanLF	SacWin
BTC23_13_C_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.736	0.1	0.148	0.013	0.002	0	0	0	0
BTC23_13_C_6	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.582	0.418	0	0	0	0	0	0
BTC23_13_C_7	HETEROZYGOTE	FALL	0.98	0.02	0	0		0.966	0.01	0	0	0.002	0	0	0.022	0
BTC23_13_C_8	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.511	0.01	0.344	0.134	0	0	0	0
BTC23_14_C_1	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.954	0.031	0	0	0	0	0.001	0
BTC23_14_C_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.006	0.026	0.613	0.003	0.353	0	0	0	0
BTC23_14_C_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.001	0.998	0	0	0	0.001	0	0
BTC23_14_C_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0.035	0.776	0.002	0.174	0.012	0	0	0	0
BTC23_14_C_5	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
BTC23_2_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.998	0.002	0	0
BTC23_2_A_10	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_2_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0.001	0	0	0	0.998	0.001	0	0
BTC23_2_A_9	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.998	0.002	0	0
BTC23_3_A_1	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0	0	0	0.001	0.999	0	0
BTC23_3_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_3_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_3_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_3_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.818	0.182	0	0
BTC23_3_A_6	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.901	0.077	0.001	0.015	0	0	0.003	0
BTC23_4_A_1	EARLY	SPRING	0.06	0	0.94	0	ButteSp	0.011	0.019	0.028	0.002	0	0.939	0	0	0
BTC23_4_A_10	EARLY	SPRING	0.05	0	0.95	0	ButteSp	0.001	0.024	0.024	0	0	0.937	0.014	0	0
BTC23_4_A_11	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.234	0.105	0.125	0.532	0	0	0.003	0
BTC23_4_A_12	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.002	0.998	0	0	0	0	0	0
BTC23_4_A_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.024	0.974	0.002	0	0	0	0	0
BTC23_4_A_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.005	0.995	0	0	0	0	0	0
BTC23_4_A_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.012	0.983	0.001	0	0	0.004	0	0
BTC23_4_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0.001	0	0	0	0.875	0.123	0	0
BTC23_4_A_6	EARLY	SPRING	0.67	0.01	0.32	0	Feather River Spring	0.051	0.261	0.003	0	0.354	0.285	0.033	0.014	0
BTC23_4_A_7	EARLY	SPRING	0.36	0	0.64	0	MillDeerSp	0.003	0.294	0.055	0.004	0.007	0.063	0.574	0	0
BTC23_4_A_8	EARLY	SPRING	0.67	0	0.33	0	Feather River Spring	0.57	0.011	0	0	0.085	0.024	0.31	0	0
BTC23_4_A_9	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.363	0.578	0.05	0.008	0	0	0	0
BTC23_7_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.796	0.157	0.016	0.03	0.001	0	0	0	0
BTC23_7_A_10	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.024	0	0.973	0.001	0	0	0	0
BTC23_7_A_11	EARLY	SPRING	1	0	0	0	Feather River Spring	0.039	0.959	0	0.002	0	0	0	0	0
BTC23_7_A_12	EARLY	SPRING	1	0	0	0	Feather River Spring	0.018	0.856	0.002	0.044	0.081	0	0	0	0
BTC23_7_A_13	EARLY	SPRING	0.99	0.01	0	0	Feather River Spring	0.12	0.528	0.001	0.341	0.004	0	0	0.005	0
BTC23_7_A_14	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.898	0	0.075	0.026	0	0	0	0
BTC23_7_A_15	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.996	0	0	0.003	0	0	0	0
BTC23_7_A_16	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.358	0	0.621	0.02	0	0	0	0
BTC23_7_A_17	EARLY	SPRING	1	0	0	0	Feather River Spring	0.015	0.029	0	0.941	0.015	0	0	0	0
BTC23_7_A_18	EARLY	SPRING	1	0	0	0	Feather River Spring	0.04	0.954	0.002	0.004	0	0	0	0	0
BTC23_7_A_19	EARLY	SPRING	1	0	0	0	Feather River Spring	0.105	0.824	0.001	0.033	0.036	0	0	0.001	0
BTC23_7_A_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.024	0.257	0.001	0.713	0.005	0	0	0.001	0
BTC23_7_A_20	EARLY	SPRING	1	0	0	0	Feather River Spring	0.011	0.911	0.035	0.017	0.024	0	0	0.002	0
BTC23_7_A_21	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.929	0.017	0.051	0.002	0	0	0	0
BTC23_7_A_22	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.991	0	0.009	0	0	0	0	0
BTC23_7_A_23	EARLY	SPRING	1	0	0	0	Feather River Spring	0.057	0.046	0	0.881	0.015	0	0	0.001	0
BTC23_7_A_24	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.998	0	0	0	0	0	0	0
BTC23_7_A_25	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.91	0.067	0.01	0.013	0	0	0	0
BTC23_7_A_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.092	0.908	0	0	0	0	0	0	0
BTC23_7_A_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0.011	0.97	0.016	0.002	0.001	0	0	0.001	0
BTC23_7_A_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.879	0	0.12	0	0	0	0	0
BTC23_7_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_7_A_7	EARLY	SPRING	1	0	0	0	Feather River Spring	0.008	0.977	0.003	0.007	0.005	0	0	0.001	0
BTC23_7_A_8	EARLY	SPRING	1	0	0	0	Feather River Spring	0.019	0.975	0.005	0	0	0	0	0	0
BTC23_7_A_9	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.917	0	0.081	0.001	0	0	0	0
BTC23_8_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	1	0	0	0	0	0	0	0
BTC23_8_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.106	0.827	0.06	0.004	0	0	0	0.002	0
BTC23_8_A_11	EARLY	SPRING	1	0	0	0	Feather River Spring	0.015	0.896	0.028	0.055	0	0	0	0.005	0
BTC23_8_A_12	EARLY	SPRING	1	0	0	0	Feather River Spring	0.044	0.783	0.031	0.004	0.139	0	0	0	0
BTC23_8_A_13	EARLY	SPRING	0.97	0.03	0	0	Feather River Spring	0.394	0.52	0	0.003	0.051	0.002	0	0.03	0
BTC23_8_A_14	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.921	0	0.05	0.027	0	0	0	0
BTC23_8_A_15	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.029	0.968	0	0.003	0	0	0	0
BTC23_8_A_16	EARLY	SPRING	1	0	0	0	Feather River Spring	0.048	0.912	0.003	0	0.035	0.002	0	0	0
BTC23_8_A_17	EARLY	SPRING	1	0	0	0	Feather River Spring	0.019	0.976	0	0.005	0	0	0	0	0
BTC23_8_A_18	EARLY	SPRING	1	0	0	0	Feather River Spring	0.011	0.969	0.005	0.015	0	0	0	0	0
BTC23_8_A_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.643	0.314	0.002	0.012	0.029	0	0	0	0
BTC23_8_A_20	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.998	0.002	0	0	0	0	0	0
BTC23_8_A_21	EARLY	SPRING	1	0	0	0	Feather River Spring	0.493	0.492	0	0.003	0.012	0	0	0	0
BTC23_8_A_22	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.092	0.776	0.001	0.131	0	0	0	0
BTC23_8_A_23	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.961	0.034	0.001	0.004	0	0	0	0
BTC23_8_A_24	EARLY	SPRING	1	0	0	0	Feather River Spring	0.009	0.804	0	0.187	0	0	0	0	0
BTC23_8_A_25	EARLY	SPRING	1	0	0	0	Feather River Spring	0.16	0.13	0.253	0.234	0.222	0	0	0.001	0
BTC23_8_A_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.823	0.171	0.004	0	0	0	0	0
BTC23_8_A_4	EARLY	SPRING	0.98	0	0.02	0	Feather River Spring	0.001	0.97	0.001	0.006	0.002	0	0.018	0.001	0
BTC23_8_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BTC23_8_A_6	EARLY	SPRING	1	0	0	0	Feather River Spring	0.008	0.759	0.05	0.099	0.085	0	0	0	0
BTC23_8_A_7	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.988	0	0.002	0.007	0	0	0	0
BTC23_8_A_8	EARLY	SPRING	0.97	0.03	0	0	Feather River Spring	0.068	0.058	0	0.838	0.008	0	0	0.028	0
BTC23_8_A_9	EARLY	SPRING	1	0	0	0	Feather River Spring	0.063	0.646	0.002	0.144	0.142	0	0	0.003	0
BTC23_9_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.321	0.678	0.001	0.001	0	0	0	0
BUT23_1_D_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_1_D_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_1_D_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_1_D_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_1_E_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_10_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.997	0.003	0	0
BUT23_11_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_7a	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_7b	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_7c	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_8a	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_11_A_8b	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_12_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.998	0.001	0	0
BUT23_12_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_13_B_1	EARLY	SPRING	0.01	0	0.99	0	ButteSp	0	0.004	0.001	0	0	0.898	0.097	0	0
BUT23_13_B_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_13_B_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.778	0.222	0	0
BUT23_13_B_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_13_B_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_13_B_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_13_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_13_C_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_B_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_B_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_B_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_B_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_B_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_C_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_C_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_14_C_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.982	0.017	0	0
BUT23_3_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_4_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_2																
BUT23_5_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_5_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0.002	0	0	0	0.998	0	0	0
BUT23_6_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_6_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	0.648	0.352	0	0
BUT23_7_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_7_A_8																
BUT23_8_A_1																
BUT23_8_A_2																
BUT23_8_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_8_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_8_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_8_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_8_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_8_A_8	EARLY	SPRING	0.01	0	0.99	0	ButteSp	0	0	0.006	0	0	0.898	0.096	0	0
BUT23_9_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_2	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_3	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_6	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_7	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
BUT23_9_A_8	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_10_A_1	LATE	FALL	1	0	0	0		0.007	0.968	0.008	0.002	0.015	0	0	0	0
CLR23_10_A_10	HETEROZYGOTE	FALL	0.98	0.02	0	0		0	0.008	0.001	0.954	0.019	0	0	0.018	0
CLR23_10_A_11	LATE	FALL	1	0	0	0		0.098	0.733	0.009	0.044	0.117	0	0	0	0
CLR23_10_A_12	LATE	FALL	1	0	0	0		0.864	0.13	0	0	0.005	0	0	0	0
CLR23_10_A_13	LATE	FALL	0.99	0.01	0	0		0.146	0.809	0.002	0.034	0.002	0	0	0.007	0
CLR23_10_A_14	LATE	FALL	1	0	0	0		0.253	0.102	0.241	0.036	0.367	0	0	0	0
CLR23_10_A_15	LATE	FALL	1	0	0	0		0.011	0.026	0	0.5	0.461	0	0	0.002	0
CLR23_10_A_16	LATE	FALL	1	0	0	0		0	0.31	0.069	0.001	0.62	0	0	0	0
CLR23_10_A_17	LATE	FALL	1	0	0	0		0.75	0.099	0.015	0	0.134	0	0	0.002	0
CLR23_10_A_18	LATE	FALL	1	0	0	0		0	0.29	0	0.002	0.708	0	0	0	0
CLR23_10_A_2	LATE	FALL	1	0	0	0		0.009	0.074	0	0.915	0.002	0	0	0	0
CLR23_10_A_23	LATE	FALL	1	0	0	0		0.311	0.585	0.005	0.082	0.018	0	0	0	0
CLR23_10_A_24	LATE	FALL	1	0	0	0		0.009	0.007	0.001	0.971	0.011	0	0	0	0
CLR23_10_A_25	LATE	FALL	1	0	0	0		0.01	0.409	0	0.151	0.429	0.001	0	0	0
CLR23_10_A_3	LATE	FALL	1	0	0	0		0	0.915	0.013	0.011	0.061	0	0	0	0
CLR23_10_A_4	LATE	FALL	0.99	0.01	0	0		0.033	0.702	0.002	0.222	0.027	0	0	0.014	0
CLR23_10_A_5	LATE	FALL	0.98	0.02	0	0		0.48	0.083	0.002	0.417	0.001	0	0	0.017	0
CLR23_10_A_6	LATE	FALL	1	0	0	0		0.01	0.944	0	0.002	0.044	0	0	0	0
CLR23_10_A_7	LATE	FALL	1	0	0	0		0	0.055	0	0.095	0.849	0	0	0	0
CLR23_10_A_8	LATE	FALL	1	0	0	0		0.195	0.738	0.002	0.019	0.046	0	0	0	0
CLR23_10_A_9	LATE	FALL	1	0	0	0		0.035	0.615	0	0	0.349	0	0	0	0
CLR23_11_A_1	LATE	FALL	1	0	0	0		0.023	0.938	0	0	0.04	0	0	0	0
CLR23_11_A_2	LATE	FALL	1	0	0	0		0.005	0.004	0	0.906	0.085	0	0	0.001	0
CLR23_11_A_3	LATE	FALL	0.98	0.02	0	0		0.044	0.176	0	0.001	0.756	0	0	0.024	0
CLR23_11_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.397	0.595	0	0.004	0	0	0	0.003	0
CLR23_11_A_5	LATE	FALL	1	0	0	0		0.072	0.192	0	0.032	0.704	0	0	0	0
CLR23_11_A_6	LATE	FALL	1	0	0	0		0.003	0.994	0	0.001	0.002	0	0	0	0
CLR23_11_A_7	LATE	LATEFALL	0.03	0.97	0	0		0	0.033	0.001	0	0	0	0	0.967	0
CLR23_11_B_1	LATE	FALL	1	0	0	0		0	0.993	0.002	0.001	0.003	0	0	0	0
CLR23_11_B_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.891	0.001	0.048	0.06	0	0	0	0
CLR23_11_B_3	LATE	FALL	1	0	0	0		0.1	0.004	0	0.893	0.004	0	0	0	0
CLR23_11_B_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
CLR23_11_B_5	LATE	FALL	1	0	0	0		0.234	0.224	0.327	0.035	0.176	0	0	0.003	0
CLR23_11_C_1	LATE	FALL	1	0	0	0		0.058	0.902	0	0.028	0.012	0	0	0	0
CLR23_12_A_1																
CLR23_12_A_10	LATE	FALL	1	0	0	0		0.002	0.305	0.02	0.058	0.615	0	0	0.001	0
CLR23_12_A_11	LATE	FALL	1	0	0	0		0.249	0.343	0.006	0.139	0.263	0	0	0	0
CLR23_12_A_12	LATE	FALL	1	0	0	0		0	0.009	0.009	0.023	0.959	0	0	0	0
CLR23_12_A_13	LATE	FALL	1	0	0	0		0	0.793	0	0.002	0.205	0	0	0	0
CLR23_12_A_14	LATE	FALL	1	0	0	0		0	0.049	0.007	0.004	0.941	0	0	0	0
CLR23_12_A_15	LATE	FALL	1	0	0	0		0.173	0.098	0.049	0.102	0.577	0	0	0.001	0
CLR23_12_A_16	LATE	FALL	1	0	0	0		0.005	0.978	0.009	0.004	0.003	0	0	0	0
CLR23_12_A_17	LATE	FALL	1	0	0	0		0.002	0.005	0.007	0.004	0.983	0	0	0	0
CLR23_12_A_18	LATE	FALL	1	0	0	0		0.054	0.946	0	0.001	0	0	0	0	0
CLR23_12_A_19	LATE	FALL	1	0	0	0		0.001	0.058	0.044	0.067	0.829	0	0	0	0
CLR23_12_A_2	HETEROZYGOTE	FALL	1	0	0	0		1	0	0	0	0	0	0	0	0
CLR23_12_A_20	LATE	FALL	1	0	0	0		0.002	0.573	0.002	0.031	0.393	0	0	0	0
