sample_ids,sample_event_number,sample_bin_code,sample_number,location_code,first_sample_year,first_sample_date
MIL22_6_B_3,6,B,3,MIL,22,2022-01-01
MIL22_6_C_1,6,C,1,MIL,22,2022-01-01
MIL22_6_C_2,6,C,2,MIL,22,2022-01-01
MIL22_9_A_7,9,A,7,MIL,22,2022-01-01
MIL22_9_B_1,9,B,1,MIL,22,2022-01-01
MIL22_9_B_2,9,B,2,MIL,22,2022-01-01
MIL22_9_B_3,9,B,3,MIL,22,2022-01-01
MIL22_9_B_4,9,B,4,MIL,22,2022-01-01
MIL22_9_B_5,9,B,5,MIL,22,2022-01-01
MIL22_9_B_6,9,B,6,MIL,22,2022-01-01
MIL22_9_B_7,9,B,7,MIL,22,2022-01-01
MIL22_9_B_8,9,B,8,MIL,22,2022-01-01
MIL22_9_C_1,9,C,1,MIL,22,2022-01-01
MIL22_9_C_2,9,C,2,MIL,22,2022-01-01
MIL22_9_C_3,9,C,3,MIL,22,2022-01-01
MIL22_9_C_4,9,C,4,MIL,22,2022-01-01
MIL22_9_C_5,9,C,5,MIL,22,2022-01-01
MIL22_9_C_6,9,C,6,MIL,22,2022-01-01
MIL22_9_C_7,9,C,7,MIL,22,2022-01-01
MIL22_9_C_8,9,C,8,MIL,22,2022-01-01
MIL22_9_D_1,9,D,1,MIL,22,2022-01-01
MIL22_9_D_3,9,D,3,MIL,22,2022-01-01
MIL22_9_D_7,9,D,7,MIL,22,2022-01-01
TIS22_3_A_1,3,A,1,TIS,22,2022-01-01
TIS22_4_B_1,4,B,1,TIS,22,2022-01-01
TIS22_4_B_2,4,B,2,TIS,22,2022-01-01
TIS22_5_B_1,5,B,1,TIS,22,2022-01-01
TIS22_6_C_1,6,C,1,TIS,22,2022-01-01
TIS22_6_C_10,6,C,10,TIS,22,2022-01-01
TIS22_6_C_2,6,C,2,TIS,22,2022-01-01
TIS22_6_C_3,6,C,3,TIS,22,2022-01-01
TIS22_6_C_4,6,C,4,TIS,22,2022-01-01
TIS22_6_C_5,6,C,5,TIS,22,2022-01-01
TIS22_6_C_6,6,C,6,TIS,22,2022-01-01
TIS22_6_C_7,6,C,7,TIS,22,2022-01-01
TIS22_6_C_8,6,C,8,TIS,22,2022-01-01
TIS22_6_C_9,6,C,9,TIS,22,2022-01-01
TIS22_6_D_1,6,D,1,TIS,22,2022-01-01
TIS22_6_D_2,6,D,2,TIS,22,2022-01-01
TIS22_7_C_1,7,C,1,TIS,22,2022-01-01
TIS22_7_C_10,7,C,10,TIS,22,2022-01-01
TIS22_7_C_2,7,C,2,TIS,22,2022-01-01
TIS22_7_C_3,7,C,3,TIS,22,2022-01-01
TIS22_7_C_4,7,C,4,TIS,22,2022-01-01
TIS22_7_C_5,7,C,5,TIS,22,2022-01-01
TIS22_7_C_6,7,C,6,TIS,22,2022-01-01
TIS22_7_C_7,7,C,7,TIS,22,2022-01-01
TIS22_7_C_8,7,C,8,TIS,22,2022-01-01
TIS22_7_C_9,7,C,9,TIS,22,2022-01-01
TIS22_8_C_1,8,C,1,TIS,22,2022-01-01
TIS22_8_C_10,8,C,10,TIS,22,2022-01-01
TIS22_8_C_2,8,C,2,TIS,22,2022-01-01
TIS22_8_C_3,8,C,3,TIS,22,2022-01-01
TIS22_8_C_4,8,C,4,TIS,22,2022-01-01
TIS22_8_C_5,8,C,5,TIS,22,2022-01-01
TIS22_8_C_6,8,C,6,TIS,22,2022-01-01
TIS22_8_C_7,8,C,7,TIS,22,2022-01-01
TIS22_8_C_8,8,C,8,TIS,22,2022-01-01
TIS22_8_C_9,8,C,9,TIS,22,2022-01-01
TIS22_9_C_1,9,C,1,TIS,22,2022-01-01
TIS22_9_C_10,9,C,10,TIS,22,2022-01-01
TIS22_9_C_2,9,C,2,TIS,22,2022-01-01
TIS22_9_C_3,9,C,3,TIS,22,2022-01-01
TIS22_9_C_4,9,C,4,TIS,22,2022-01-01
TIS22_9_C_5,9,C,5,TIS,22,2022-01-01
TIS22_9_C_6,9,C,6,TIS,22,2022-01-01
TIS22_9_C_7,9,C,7,TIS,22,2022-01-01
TIS22_9_C_8,9,C,8,TIS,22,2022-01-01
TIS22_9_C_9,9,C,9,TIS,22,2022-01-01
TIS22_9_D_1,9,D,1,TIS,22,2022-01-01
TIS22_9_D_10,9,D,10,TIS,22,2022-01-01
TIS22_9_D_2,9,D,2,TIS,22,2022-01-01
TIS22_9_D_3,9,D,3,TIS,22,2022-01-01
TIS22_9_D_4,9,D,4,TIS,22,2022-01-01
TIS22_9_D_5,9,D,5,TIS,22,2022-01-01
TIS22_9_D_6,9,D,6,TIS,22,2022-01-01
TIS22_9_D_7,9,D,7,TIS,22,2022-01-01
TIS22_9_D_8,9,D,8,TIS,22,2022-01-01
TIS22_9_D_9,9,D,9,TIS,22,2022-01-01
