SampleID	Gtseq_Chr28_Geno	Pop_Structure_ID	CV_Fall	CV_Late_Fall	CV_Spring	CV_Winter	Tributary	ButteFall	FRHfall	FRHsp	MillDeerFall	SanJoaquinFall	ButteSp	MillDeerSp	ColemanLF	SacWin
DEL25_9_A_3	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.632	0	0.023	0.344	0	0	0	0
DEL25_9_A_9	EARLY	SPRING	1	0	0	0	Feather River Spring	0.043	0.952	0.002	0	0.003	0	0	0	0
DEL25_9_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.818	0.003	0.091	0.088	0	0	0	0
DEL25_9_B_2	HETEROZYGOTE															
DEL25_9_B_3	HETEROZYGOTE	FALL	1	0	0	0		0.099	0.508	0.001	0.019	0.372	0	0	0.001	0
DEL25_9_B_6																
DEL25_9_B_8	HETEROZYGOTE	FALL	1	0	0	0		0.035	0.03	0	0.013	0.917	0	0	0.005	0
DEL25_9_B_9	HETEROZYGOTE	FALL	1	0	0	0		0.509	0.13	0.313	0.047	0	0	0	0	0
DEL25_9_X_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.027	0.195	0.05	0.188	0.539	0	0	0	0
DEL25_9_X_2	HETEROZYGOTE	FALL	1	0	0	0		0.008	0.821	0.127	0.001	0.042	0	0	0	0
DEL25_9_X_3																
DEL25_9_X_4	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.867	0.123	0.003	0.006	0	0	0	0
F1725_10_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.144	0.831	0.007	0	0.017	0	0	0	0
F1725_10_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.064	0.832	0.004	0.088	0.013	0	0	0	0
F1725_10_A_11	LATE	FALL	1	0	0	0		0	0.996	0.003	0.001	0	0	0	0	0
F1725_10_A_13	HETEROZYGOTE	FALL	1	0	0	0		0.059	0.923	0.006	0.011	0.001	0	0	0	0
F1725_10_A_15	LATE	FALL	1	0	0	0		0.001	0.983	0.015	0	0	0	0	0	0
F1725_10_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.995	0.005	0	0	0	0	0	0
F1725_10_A_3	LATE	FALL	1	0	0	0		0	0.998	0	0.001	0.001	0	0	0	0
F1725_10_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.003	0.062	0.113	0.809	0.012	0	0	0	0
F1725_10_B_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.94	0.022	0.001	0.035	0	0	0	0
F1725_10_B_4	HETEROZYGOTE	FALL	1	0	0	0		0	0.892	0	0.004	0.103	0	0	0	0
F1725_10_X_2	HETEROZYGOTE	FALL	1	0	0	0		0.104	0.886	0.003	0.003	0.003	0	0	0	0
F1725_10_X_3	HETEROZYGOTE	FALL	1	0	0	0		0.039	0.658	0.012	0.291	0	0	0	0.001	0
F1725_10_X_4																
F1725_11_A_10	LATE	FALL	1	0	0	0		0	0.854	0	0.143	0.003	0	0	0	0
F1725_11_A_12	LATE	FALL	1	0	0	0		0.009	0.783	0.007	0.002	0.199	0	0	0	0
F1725_11_A_14	LATE	FALL	1	0	0	0		0.967	0.003	0	0.03	0	0	0	0	0
F1725_11_A_15	LATE	FALL	1	0	0	0		0.054	0.771	0.156	0.018	0.001	0	0	0	0
F1725_11_A_2	LATE	FALL	1	0	0	0		0.307	0.554	0	0.137	0.002	0	0	0	0
F1725_11_A_3	LATE	FALL	0.99	0.01	0	0		0.032	0.367	0.001	0.03	0.562	0	0	0.009	0
F1725_11_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.91	0.061	0	0.016	0	0	0	0
F1725_11_A_6	LATE	FALL	1	0	0	0		0.025	0.958	0	0.016	0.001	0	0	0	0
F1725_11_A_7	LATE	FALL	1	0	0	0		0.185	0.804	0.002	0.007	0.002	0	0	0	0
F1725_11_A_8	EARLY	SPRING	1	0	0	0	Feather River Spring	0.046	0.001	0.007	0.929	0.016	0	0	0.001	0
F1725_11_X_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.43	0.57	0	0	0	0	0	0
F1725_11_X_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.674	0.326	0	0	0	0	0	0
F1725_12_A_3																
F1725_12_A_4	LATE															
F1725_12_A_6	LATE	FALL	1	0	0	0		0.001	0.9	0.003	0.001	0.095	0	0	0	0
F1725_12_B_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.999	0	0	0	0	0	0	0
F1725_12_B_2	HETEROZYGOTE	FALL	0.97	0.03	0	0		0.002	0.322	0	0.007	0.635	0	0	0.034	0
F1725_12_B_4	HETEROZYGOTE	FALL	1	0	0	0		0.067	0.933	0	0	0	0	0	0	0
F1725_12_B_9	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.985	0	0.007	0.007	0	0	0	0
F1725_12_C_2	LATE	FALL	0.98	0	0.02	0		0.76	0.166	0.003	0.037	0.012	0.022	0	0	0
F1725_12_C_3	HETEROZYGOTE	FALL	1	0	0	0		0.009	0.597	0.392	0	0.002	0	0	0	0
F1725_13_A_3	LATE	FALL	1	0	0	0		0.087	0.806	0.006	0.083	0.017	0	0	0.001	0
F1725_13_A_4	LATE	FALL	1	0	0	0		0.036	0.863	0.001	0.055	0.045	0	0	0.001	0
F1725_13_A_6																
F1725_13_A_7	HETEROZYGOTE															
F1725_13_A_9	LATE	FALL	1	0	0	0		0.185	0.069	0.001	0.722	0.023	0	0	0	0
F1725_13_B_1	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.393	0.227	0.005	0.145	0.218	0	0	0.012	0
F1725_13_B_2	LATE	FALL	0.99	0.01	0	0		0.006	0.123	0.001	0.738	0.117	0	0	0.014	0
F1725_13_B_6	HETEROZYGOTE	FALL	1	0	0	0		0	0.966	0	0.019	0.014	0	0	0	0
F1725_13_B_7	LATE	FALL	1	0	0	0		0.214	0.596	0.015	0.051	0.121	0	0.002	0.001	0
F1725_13_B_8	LATE	FALL	0.93	0.07	0	0		0.778	0.101	0.002	0.049	0.002	0	0	0.069	0
F1725_13_C_3	HETEROZYGOTE	FALL	1	0	0	0		0.019	0.518	0.006	0.241	0.216	0	0	0	0
F1725_13_C_4	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.001	0.478	0.461	0.053	0.003	0	0	0.005	0
F1725_13_C_5	HETEROZYGOTE	FALL	1	0	0	0		0.753	0.211	0	0.032	0.004	0	0	0	0
F1725_13_X_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.198	0.799	0.001	0.002	0	0	0	0
F1725_13_X_2	LATE	FALL	1	0	0	0		0.274	0.076	0.019	0.142	0.485	0	0	0.003	0
F1725_13_X_5	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.015	0	0.037	0.946	0	0	0	0
F1725_14_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.016	0.965	0.008	0.009	0	0	0	0	0
F1725_14_A_4	LATE	FALL	1	0	0	0		0.612	0.386	0	0	0.002	0	0	0	0
F1725_14_B_3	HETEROZYGOTE	FALL	1	0	0	0		0.065	0.413	0.018	0.322	0.178	0	0	0.003	0
F1725_14_C_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	1	0	0	0	0	0	0	0
F1725_14_C_2	HETEROZYGOTE	FALL	1	0	0	0		0.998	0.002	0	0	0	0	0	0	0
F1725_14_C_3	HETEROZYGOTE	FALL	0.98	0.02	0	0		0.887	0.018	0.027	0	0.05	0	0	0.018	0
F1725_14_C_4	LATE	FALL	1	0	0	0		0.001	0.761	0.002	0.066	0.169	0	0	0	0
F1725_14_X_1	LATE	FALL	0.94	0.06	0	0		0.001	0.149	0.004	0.012	0.774	0	0	0.061	0
F1725_5_A_10	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
F1725_5_A_14	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.521	0.009	0.201	0.264	0	0	0	0
F1725_5_A_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0.022	0.976	0	0.001	0	0	0	0	0
F1725_5_A_7	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
F1725_5_X_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.996	0	0.003	0.001	0	0	0	0
F1725_5_X_2	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0.004	0	0	0	0.995	0	0
F1725_5_X_4	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
F1725_5_X_5	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
F1725_6_A_1	EARLY	SPRING	0	0	1	0	ButteSp	0	0	0	0	0	1	0	0	0
F1725_6_A_10	HETEROZYGOTE	FALL	1	0	0	0		0	0.934	0.016	0.043	0.007	0	0	0	0
F1725_6_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.063	0.299	0.049	0.221	0.366	0	0	0.003	0
F1725_6_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.104	0.277	0	0.617	0	0	0	0
F1725_6_A_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.787	0.21	0.003	0	0	0	0	0
F1725_6_A_6	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.246	0	0.124	0.629	0	0	0	0
F1725_6_A_7	HETEROZYGOTE	FALL	1	0	0	0		0.129	0.684	0.16	0.025	0.002	0	0	0	0
F1725_6_A_8	LATE	FALL	0.99	0.01	0.01	0		0.033	0.277	0.008	0.042	0.626	0	0.006	0.009	0
F1725_6_A_9	HETEROZYGOTE	FALL	1	0	0	0		0.06	0.911	0.001	0.026	0.002	0	0	0	0
F1725_6_X_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.93	0	0.031	0.039	0	0	0	0
F1725_6_X_2	LATE	FALL	1	0	0	0		0.642	0.007	0	0.001	0.35	0	0	0	0
F1725_6_X_3	LATE	FALL	1	0	0	0		0.296	0.554	0.009	0.028	0.113	0	0	0	0
F1725_6_X_4	HETEROZYGOTE	FALL	1	0	0	0		0.202	0.14	0.005	0.618	0.034	0	0	0	0
F1725_7_A_10	HETEROZYGOTE	FALL	1	0	0	0		0	0.956	0.006	0.001	0.038	0	0	0	0
F1725_7_A_11	HETEROZYGOTE	FALL	0.96	0.04	0	0		0.01	0.794	0	0.005	0.155	0	0	0.036	0
F1725_7_A_13	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.027	0.323	0	0.4	0.243	0	0	0.007	0
F1725_7_A_14	HETEROZYGOTE	FALL	1	0	0	0		0	0.992	0	0.008	0	0	0	0	0
F1725_7_A_15	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.978	0.021	0	0.001	0	0	0	0
F1725_7_A_4	LATE	FALL	1	0	0	0		0.12	0.581	0.175	0.049	0.071	0	0	0.003	0
F1725_7_A_5	HETEROZYGOTE	FALL	1	0	0	0		0.36	0.155	0.015	0.445	0.024	0	0	0.001	0
F1725_7_A_7	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.988	0	0.002	0.009	0	0	0	0
F1725_7_A_8	HETEROZYGOTE	FALL	1	0	0	0		0	0.996	0.001	0.003	0	0	0	0	0
F1725_8_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.979	0	0.001	0.018	0	0	0	0
F1725_8_A_11	HETEROZYGOTE	FALL	0.95	0.05	0	0		0.806	0.001	0	0.096	0.044	0	0	0.053	0
F1725_8_A_12	LATE	FALL	1	0	0	0		0.969	0.003	0	0.003	0.025	0	0	0	0
F1725_8_A_13		FALL	1	0	0	0		0.021	0.943	0.026	0.004	0.006	0	0	0	0
F1725_8_A_15																
F1725_8_A_2	HETEROZYGOTE	FALL	0.91	0	0.09	0		0.07	0.539	0.016	0.283	0.006	0	0.086	0	0
F1725_8_A_4	HETEROZYGOTE	FALL	1	0	0	0		0.103	0.697	0.036	0.067	0.098	0	0	0	0
F1725_8_A_6	HETEROZYGOTE	FALL	0.89	0.11	0	0		0.007	0.287	0	0.01	0.588	0	0	0.109	0
F1725_8_A_7	HETEROZYGOTE	FALL	1	0	0	0		0	0.998	0	0.002	0	0	0	0	0
F1725_8_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.006	0.875	0.008	0.001	0.109	0	0	0	0
F1725_9_A_1																
F1725_9_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.879	0.109	0.008	0.002	0.001	0	0	0	0
F1725_9_A_11	EARLY	SPRING	1	0	0	0	Feather River Spring	0.201	0.277	0.001	0.52	0.001	0	0	0	0
F1725_9_A_13																
F1725_9_A_14	LATE	FALL	1	0	0	0		0.028	0.828	0.028	0.017	0.099	0	0	0	0
F1725_9_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.974	0.001	0.015	0.008	0	0	0	0
F1725_9_A_3	HETEROZYGOTE	FALL	1	0	0	0		0	0.987	0	0.013	0.001	0	0	0	0
F1725_9_A_8	EARLY	SPRING	0.99	0	0.01	0	Feather River Spring	0	0.979	0.006	0	0	0	0.014	0	0
F1725_9_A_9	LATE	FALL	1	0	0	0		0.188	0.268	0.064	0.024	0.452	0.001	0	0.003	0
F1725_9_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.151	0.547	0.001	0.221	0.077	0	0.002	0	0
F1725_9_B_5	HETEROZYGOTE	FALL	1	0	0	0		0.009	0.84	0	0.139	0.011	0	0	0	0
F1725_9_X_1	HETEROZYGOTE															
F1725_9_X_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.986	0.001	0.002	0.011	0	0	0	0
F1725_9_X_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.006	0.579	0	0.011	0.403	0	0	0	0
F1725_9_X_4																
F6125_10_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.996	0.002	0.001	0	0	0	0	0
F6125_10_A_14	HETEROZYGOTE	FALL	1	0	0	0		0.015	0.829	0.002	0.114	0.039	0	0	0.001	0
F6125_10_A_15																
F6125_10_A_25	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.288	0.426	0	0.014	0.264	0	0	0.009	0
F6125_10_A_26																
F6125_10_A_31																
F6125_10_A_38	HETEROZYGOTE	FALL	1	0	0	0		0.012	0.767	0.001	0.219	0.002	0	0	0	0
F6125_10_A_39	HETEROZYGOTE	FALL	0.99	0	0.01	0		0	0.813	0.164	0.001	0.016	0	0.006	0	0
F6125_10_A_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.984	0.002	0	0.014	0	0	0	0
F6125_10_A_8	HETEROZYGOTE	FALL	1	0	0	0		0.015	0.006	0	0.015	0.963	0	0	0	0
F6125_10_A_9	HETEROZYGOTE	FALL	1	0	0	0		0.004	0.038	0	0.01	0.948	0	0	0	0
F6125_10_B_10	LATE	FALL	1	0	0	0		0.001	0.997	0	0.001	0	0	0	0	0
F6125_10_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.898	0.028	0.012	0.055	0	0	0.001	0
F6125_10_B_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.825	0.053	0.11	0.009	0	0	0	0
F6125_10_B_6	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.002	0.982	0.001	0.004	0	0	0	0.01	0
F6125_10_B_7	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.007	0.865	0.1	0.008	0.008	0	0	0.012	0
F6125_11_A_17	HETEROZYGOTE	FALL	1	0	0	0		0.351	0.557	0.009	0.033	0.049	0	0	0	0
F6125_11_A_26	HETEROZYGOTE	FALL	1	0	0	0		0	0.898	0.054	0.035	0.012	0	0	0.001	0
F6125_11_A_28	HETEROZYGOTE	FALL	1	0	0	0		0	0.986	0	0.002	0.012	0	0	0	0
F6125_11_A_35	HETEROZYGOTE	FALL	1	0	0	0		0.039	0.056	0.13	0.043	0.732	0	0	0	0
F6125_11_B_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.061	0.001	0.75	0.188	0	0	0	0
F6125_11_B_3																
F6125_11_X_1																
F6125_12_B_3																
F6125_12_B_9	HETEROZYGOTE	FALL	1	0	0	0		0	0.812	0.071	0.116	0	0	0	0.001	0
F6125_13_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.688	0.252	0.014	0.043	0	0	0	0
F6125_13_B_1	LATE	FALL	1	0	0	0		0.06	0.001	0	0.93	0.009	0	0	0	0
F6125_13_B_10	HETEROZYGOTE	FALL	1	0	0	0		0.066	0.804	0.066	0.063	0.001	0	0	0	0
F6125_13_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.979	0	0.006	0.013	0	0	0	0
F6125_13_B_6	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.27	0.43	0.003	0.294	0	0	0.001	0
F6125_13_B_7	HETEROZYGOTE	FALL	1	0	0	0		0.003	0.274	0	0.113	0.61	0	0	0.001	0
F6125_13_X_1	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.859	0.001	0.001	0.126	0	0	0	0
F6125_13_X_5	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.92	0.044	0.032	0.003	0	0	0	0
F6125_14_B_8																
F6125_14_B_9	HETEROZYGOTE	FALL	1	0	0	0		0.057	0.297	0	0.603	0.042	0	0	0	0
F6125_14_C_10	HETEROZYGOTE	FALL	1	0	0	0		0.008	0.981	0.007	0	0.003	0	0	0	0
F6125_14_C_4	LATE															
F6125_14_C_8	HETEROZYGOTE	FALL	1	0	0	0		0	0.526	0.03	0.331	0.113	0	0	0	0
F6125_3_X_3	HETEROZYGOTE	FALL	0.88	0	0.12	0		0.002	0.345	0.312	0.015	0.209	0	0.117	0	0
F6125_4_A_20	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.956	0	0.001	0.029	0	0	0	0
F6125_4_A_25	LATE	FALL	1	0	0	0		0.896	0.088	0	0.009	0.007	0	0	0	0
F6125_4_A_9	HETEROZYGOTE	FALL	1	0	0	0		0.114	0.873	0	0.003	0.01	0	0	0	0
F6125_5_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.997	0.001	0	0	0	0	0	0
F6125_5_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.178	0	0	0.014	0.808	0	0	0	0
F6125_5_A_11	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.123	0.013	0.79	0.072	0	0	0	0
F6125_5_A_14	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.996	0	0	0.003	0	0	0	0
F6125_5_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.011	0.647	0	0.005	0.336	0	0	0	0
F6125_5_A_21	HETEROZYGOTE	FALL	1	0	0	0		0.594	0.23	0.016	0.155	0.005	0	0	0	0
F6125_5_A_28	EARLY	SPRING	0.99	0.01	0	0	Feather River Spring	0.004	0.973	0.002	0.012	0.001	0	0	0.007	0
F6125_5_A_29	HETEROZYGOTE	FALL	1	0	0	0		0.04	0.197	0.002	0.37	0.391	0	0	0	0
F6125_5_A_31	HETEROZYGOTE	FALL	1	0	0	0		0.13	0.479	0.004	0.013	0.374	0	0	0	0
F6125_5_A_35	EARLY	SPRING	1	0	0	0	Feather River Spring	0.633	0.338	0.002	0.004	0.023	0	0	0	0
F6125_5_A_37	EARLY	SPRING	1	0	0	0	Feather River Spring	0.225	0.699	0.063	0.004	0.009	0	0	0.001	0
F6125_5_A_4	LATE	FALL	1	0	0	0		0.911	0.061	0	0.008	0.02	0	0	0	0
F6125_5_A_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.999	0	0.001	0	0	0	0	0
F6125_5_A_7	HETEROZYGOTE	FALL	1	0	0	0		0.136	0.535	0	0	0.328	0	0	0	0
F6125_5_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.435	0.564	0	0	0	0	0	0
F6125_5_B_3	HETEROZYGOTE	FALL	1	0	0	0		0	0.971	0	0.028	0.001	0	0	0	0
F6125_5_X_1	HETEROZYGOTE	FALL	1	0	0	0		0.696	0.031	0	0.219	0.053	0	0	0.001	0
F6125_6_A_1	LATE	FALL	1	0	0	0		0.001	0.193	0.001	0.072	0.734	0	0	0	0
F6125_6_A_11	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.048	0.002	0	0.937	0	0	0	0
F6125_6_A_12	HETEROZYGOTE	FALL	1	0	0	0		0	0.995	0	0.002	0.003	0	0	0	0
F6125_6_A_13	HETEROZYGOTE	FALL	1	0	0	0		0.009	0.045	0.009	0.006	0.932	0	0	0	0
F6125_6_A_15	LATE	FALL	1	0	0	0		0.007	0.926	0.003	0.042	0.02	0	0	0.001	0
F6125_6_A_16	HETEROZYGOTE	FALL	1	0	0	0		0.087	0.031	0.075	0.131	0.675	0	0	0	0
F6125_6_A_18	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.968	0.03	0	0	0	0	0	0
F6125_6_A_19	LATE	FALL	1	0	0	0		0.159	0.756	0.013	0.053	0.018	0	0	0	0
F6125_6_A_4	HETEROZYGOTE	FALL	1	0	0	0		0	0.45	0	0.55	0	0	0	0	0
F6125_6_A_6	HETEROZYGOTE	FALL	1	0	0	0		0	0.919	0.001	0	0.08	0	0	0	0
F6125_6_A_8	HETEROZYGOTE	FALL	1	0	0	0		0.799	0.113	0.054	0.03	0.005	0	0	0	0
F6125_6_A_9	HETEROZYGOTE	FALL	0.98	0	0.02	0		0.569	0.26	0	0.095	0.057	0	0.018	0	0
F6125_7_A_1	HETEROZYGOTE	FALL	1	0	0	0		0.099	0.848	0.006	0.046	0.001	0	0	0	0
F6125_7_A_10	HETEROZYGOTE	FALL	1	0	0	0		0	0.932	0.031	0.004	0.033	0	0	0	0
F6125_7_A_11	HETEROZYGOTE	FALL	1	0	0	0		0	0.999	0	0.001	0	0	0	0	0
F6125_7_A_12	HETEROZYGOTE	FALL	1	0	0	0		0.79	0.18	0.007	0.003	0.02	0	0	0	0
F6125_7_A_15	HETEROZYGOTE	FALL	1	0	0	0		0	0.964	0.036	0	0	0	0	0	0
F6125_7_A_16	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.632	0.235	0.059	0.073	0	0	0	0
F6125_7_A_17	HETEROZYGOTE	FALL	1	0	0	0		0.027	0.382	0.001	0.449	0.14	0	0	0	0
F6125_7_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.02	0.05	0.001	0.053	0.876	0	0	0	0
F6125_7_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.274	0.047	0.037	0	0.642	0	0	0	0
F6125_7_A_24	HETEROZYGOTE	FALL	1	0	0	0		0.019	0.485	0.003	0.378	0.115	0	0	0	0
F6125_7_A_29	HETEROZYGOTE	FALL	1	0	0	0		0.05	0.949	0.001	0	0	0	0	0	0
F6125_7_A_33	HETEROZYGOTE	FALL	1	0	0	0		0	0.712	0.283	0.005	0	0	0	0	0
F6125_7_A_34	HETEROZYGOTE	FALL	1	0	0	0		0	0.593	0.394	0	0.013	0	0	0	0
F6125_7_A_36	HETEROZYGOTE	FALL	1	0	0	0		0	0.964	0.032	0.002	0.002	0	0	0	0
F6125_7_A_37	HETEROZYGOTE	FALL	1	0	0	0		0	0.836	0.001	0.144	0.018	0	0	0	0
F6125_7_A_38	HETEROZYGOTE	FALL	1	0	0	0		0.023	0.973	0.004	0	0.001	0	0	0	0
F6125_7_A_39	HETEROZYGOTE	FALL	1	0	0	0		0.026	0.791	0.001	0.169	0.008	0	0	0.004	0
F6125_7_A_4	EARLY	SPRING	1	0	0	0	Feather River Spring	0.129	0.488	0.011	0.013	0.36	0	0	0	0
F6125_7_A_40	HETEROZYGOTE	FALL	1	0	0	0		0.821	0.002	0.04	0.121	0.016	0	0	0	0
F6125_7_A_5	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.997	0	0.002	0.001	0	0	0	0
F6125_7_A_8	HETEROZYGOTE	FALL	1	0	0	0		0.012	0.957	0.002	0	0.029	0	0	0	0
F6125_8_A_11	LATE	FALL	1	0	0	0		0.107	0.604	0.108	0.17	0.01	0	0	0	0
F6125_8_A_13	HETEROZYGOTE	FALL	1	0	0	0		0.263	0.724	0.008	0.002	0.002	0	0	0.001	0
F6125_8_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.967	0.003	0.013	0.016	0	0	0	0
F6125_8_A_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.988	0.002	0.001	0.005	0	0	0.003	0
F6125_8_A_21	HETEROZYGOTE	FALL	1	0	0	0		0.03	0.233	0.005	0.731	0.001	0	0	0	0
F6125_8_A_22	HETEROZYGOTE	FALL	1	0	0	0		0.137	0.639	0.001	0.219	0.004	0	0	0	0
F6125_8_A_23	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.964	0.031	0	0.004	0	0	0	0
F6125_8_A_25																
F6125_8_A_27	HETEROZYGOTE	FALL	1	0	0	0		0.103	0.175	0.003	0.065	0.651	0	0	0.003	0
F6125_8_A_31	HETEROZYGOTE	FALL	1	0	0	0		0.008	0.028	0	0.57	0.394	0	0	0	0
F6125_8_A_38	HETEROZYGOTE	FALL	1	0	0	0		0.089	0.82	0	0.091	0	0	0	0	0
F6125_8_A_5																
F6125_8_A_6	HETEROZYGOTE	FALL	1	0	0	0		0	0.433	0.006	0.553	0.008	0	0	0	0
F6125_8_A_7	LATE	FALL	1	0	0	0		0.004	0.187	0	0.773	0.035	0	0	0	0
F6125_8_A_8	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.003	0	0.997	0	0	0	0	0
F6125_9_A_10	HETEROZYGOTE	FALL	1	0	0	0		0	0.894	0.085	0.008	0.013	0	0	0	0
F6125_9_A_11																
F6125_9_A_12																
F6125_9_A_13	HETEROZYGOTE	FALL	1	0	0	0		0	0.988	0.012	0	0	0	0	0	0
F6125_9_A_14	HETEROZYGOTE	FALL	1	0	0	0		0.279	0.282	0.033	0.282	0.123	0	0	0.001	0
F6125_9_A_20	HETEROZYGOTE	FALL	1	0	0	0		0.278	0.389	0	0.003	0.331	0	0	0	0
F6125_9_A_21	EARLY	SPRING	1	0	0	0	Feather River Spring	0.051	0.9	0.045	0.003	0.001	0	0	0	0
F6125_9_A_23	HETEROZYGOTE	FALL	1	0	0	0		0	0.042	0	0.958	0	0	0	0	0
F6125_9_A_24	HETEROZYGOTE	FALL	1	0	0	0		0	0.992	0.001	0.002	0.005	0	0	0	0
F6125_9_A_25																
F6125_9_A_26	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.445	0.01	0.025	0.514	0	0	0	0
F6125_9_A_27	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.984	0.004	0.001	0.011	0	0	0	0
F6125_9_A_28	HETEROZYGOTE	FALL	1	0	0	0		0.029	0.619	0.012	0.05	0.29	0	0	0	0
F6125_9_A_3	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.811	0.187	0.001	0	0	0	0	0
F6125_9_A_30	HETEROZYGOTE	FALL	1	0	0	0		0.035	0.808	0.055	0.086	0.015	0	0	0.001	0
F6125_9_A_31	HETEROZYGOTE	FALL	1	0	0	0		0.3	0.301	0.003	0.002	0.394	0	0	0	0
F6125_9_A_32	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.999	0	0.001	0	0	0	0	0
F6125_9_A_36	HETEROZYGOTE	FALL	1	0	0	0		0	0.644	0.355	0	0.001	0	0	0	0
F6125_9_A_40	HETEROZYGOTE	FALL	1	0	0	0		0.926	0.023	0.002	0.024	0.025	0	0	0	0
F6125_9_B_2																
F6125_9_B_3	EARLY	SPRING	0.97	0.03	0	0	Feather River Spring	0.004	0.753	0.008	0.145	0.055	0	0	0.035	0
F6125_9_B_4	HETEROZYGOTE	FALL	1	0	0	0		0.107	0.662	0	0.056	0.174	0	0	0	0
F6125_9_B_6	HETEROZYGOTE	FALL	1	0	0	0		0	0.994	0	0	0.006	0	0	0	0
