SampleID	Gtseq_Chr28_Geno	Pop_Structure_ID	CV_Fall	CV_Late_Fall	CV_Spring	CV_Winter	Tributary	ButteFall	FRHfall	FRHsp	MillDeerFall	SanJoaquinFall	ButteSp	MillDeerSp	ColemanLF	SacWin
KNL25_1_X_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.029	0.632	0.152	0.157	0.03	0	0	0	0
KNL25_1_X_2																
KNL25_1_X_3	HETEROZYGOTE	FALL	1	0	0	0		0.275	0.047	0.672	0.002	0.003	0	0	0.001	0
KNL25_10_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.015	0.005	0	0.004	0.976	0	0	0	0
KNL25_10_A_3	EARLY	SPRING	0	0	1	0	MillDeerSp	0	0	0	0	0	0	1	0	0
KNL25_10_B_10	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.964	0	0.001	0.033	0	0	0	0
KNL25_10_B_5	HETEROZYGOTE	FALL	1	0	0	0		0.197	0.537	0.208	0.009	0.048	0	0	0	0
KNL25_10_B_6	HETEROZYGOTE	FALL	1	0	0	0		0.449	0.453	0	0.033	0.065	0	0	0.001	0
KNL25_10_C_2	EARLY	SPRING	0.99	0.01	0	0	Feather River Spring	0.066	0.921	0.001	0.002	0.002	0	0	0.008	0
KNL25_11_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.021	0.84	0.001	0.136	0.003	0	0	0	0
KNL25_11_B_5	LATE	FALL	1	0	0	0		0	0.898	0	0.102	0	0	0	0	0
KNL25_11_B_6	LATE	FALL	1	0	0	0		0.002	0.395	0	0	0.602	0	0	0	0
KNL25_11_B_7																
KNL25_11_B_8																
KNL25_11_B_9																
KNL25_11_C_1																
KNL25_11_C_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.996	0.001	0.002	0	0	0	0	0
KNL25_11_C_3	LATE	FALL	1	0	0	0		0.13	0.014	0	0.096	0.759	0	0	0	0
KNL25_11_C_4	LATE	FALL	1	0	0	0		0.006	0.207	0.002	0.729	0.056	0	0	0	0
KNL25_11_C_6	HETEROZYGOTE	FALL	1	0	0	0		0.138	0.841	0	0.001	0.019	0	0	0	0
KNL25_11_C_7	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.072	0.071	0.694	0.159	0	0	0	0
KNL25_11_C_8	LATE	FALL	1	0	0	0		0.521	0.097	0.029	0.313	0.04	0	0	0	0
KNL25_11_C_9	HETEROZYGOTE	FALL	1	0	0	0		0.019	0.972	0	0	0.009	0	0	0	0
KNL25_11_D_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.003	0	0.501	0.496	0	0	0	0
KNL25_11_D_2	HETEROZYGOTE	FALL	1	0	0	0		0.004	0.361	0	0.048	0.587	0	0	0	0
KNL25_11_D_3	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.007	0.069	0	0.008	0.907	0	0	0.009	0
KNL25_11_X_1	HETEROZYGOTE	FALL	1	0	0	0		0.393	0.154	0	0.004	0.448	0	0	0.001	0
KNL25_11_X_4	HETEROZYGOTE	FALL	1	0	0	0		0.005	0.198	0	0.222	0.575	0	0	0	0
KNL25_11_X_5	HETEROZYGOTE	FALL	1	0	0	0		0.031	0.011	0	0.048	0.909	0	0	0	0
KNL25_12_C_1	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.126	0.005	0.859	0.007	0	0	0	0
KNL25_12_C_2	HETEROZYGOTE	FALL	1	0	0	0		0.176	0.796	0.024	0.004	0	0	0	0	0
KNL25_12_C_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.004	0.039	0	0.881	0.076	0	0	0	0
KNL25_12_C_6	LATE	FALL	1	0	0	0		0.974	0.004	0.003	0.012	0.007	0	0	0	0
KNL25_12_C_7	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.973	0.004	0.022	0	0	0	0	0
KNL25_12_D_1	HETEROZYGOTE	FALL	1	0	0	0		0.009	0.036	0	0.697	0.258	0	0	0	0
KNL25_13_B_2																
KNL25_13_B_3	LATE	FALL	1	0	0	0		0.879	0.121	0	0	0	0	0	0	0
KNL25_13_C_3	HETEROZYGOTE	FALL	1	0	0	0		0.011	0.778	0.058	0.153	0	0	0	0	0
KNL25_13_C_5																
KNL25_13_C_6																
KNL25_13_C_7	EARLY	SPRING	0.98	0.02	0	0	Feather River Spring	0.019	0.419	0.004	0.123	0.418	0	0	0.017	0
KNL25_13_D_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.976	0.011	0.002	0.009	0	0	0	0
KNL25_13_D_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.94	0.021	0.032	0.007	0	0	0	0
KNL25_13_D_5	HETEROZYGOTE	FALL	0.98	0.02	0	0		0.351	0.435	0.005	0.072	0.112	0	0	0.025	0
KNL25_13_X_1	HETEROZYGOTE	FALL	0.93	0.07	0	0		0.798	0.052	0.004	0.069	0.007	0	0	0.07	0
KNL25_14_A_1	LATE	FALL	1	0	0	0		1	0	0	0	0	0	0	0	0
KNL25_14_A_2	HETEROZYGOTE	FALL	1	0	0	0		1	0	0	0	0	0	0	0	0
KNL25_14_B_1	LATE	FALL	1	0	0	0		1	0	0	0	0	0	0	0	0
KNL25_14_B_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.669	0.007	0.022	0.296	0	0	0.004	0
KNL25_14_C_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.557	0.001	0.001	0.442	0	0	0	0
KNL25_14_C_2																
KNL25_14_C_3																
KNL25_14_C_6	LATE	LATEFALL	0.28	0.71	0.01	0		0.021	0.023	0.001	0.232	0.005	0	0.01	0.709	0
KNL25_14_C_7	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.165	0.491	0	0.202	0.128	0	0	0.013	0
KNL25_14_C_9	LATE	FALL	1	0	0	0		0.002	0.82	0.164	0	0.013	0	0	0.002	0
KNL25_14_D_1	LATE	FALL	1	0	0	0		0.112	0.759	0	0.106	0.022	0	0	0	0
KNL25_14_D_4	HETEROZYGOTE	FALL	1	0	0	0		0.004	0.229	0.002	0.084	0.681	0	0	0	0
KNL25_14_X_1	LATE	FALL	1	0	0	0		1	0	0	0	0	0	0	0	0
KNL25_14_X_5	LATE															
KNL25_3_X_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.016	0.911	0.013	0.055	0.004	0	0	0	0
KNL25_3_X_4	HETEROZYGOTE	FALL	1	0	0	0		0	0.98	0	0	0.02	0	0	0	0
KNL25_4_X_2	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
KNL25_4_X_3	HETEROZYGOTE	FALL	1	0	0	0		0.007	0.076	0.815	0.087	0.015	0	0	0.001	0
KNL25_4_X_4	HETEROZYGOTE	FALL	1	0	0	0		0.037	0.009	0.004	0.943	0.007	0	0	0	0
KNL25_4_X_5	HETEROZYGOTE	FALL	1	0	0	0		0.757	0.142	0	0.018	0.083	0	0	0	0
KNL25_6_A_17	LATE	FALL	0.96	0.04	0	0		0.853	0.009	0.003	0.02	0.076	0	0	0.038	0
KNL25_6_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.32	0.658	0	0.021	0.001	0	0	0	0
KNL25_6_A_21	EARLY	SPRING	1	0	0	0	Feather River Spring	0.012	0.077	0.329	0.002	0.581	0	0	0	0
KNL25_6_A_22	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.876	0	0.106	0.015	0	0	0	0
KNL25_6_A_23	LATE	FALL	1	0	0	0		0.341	0.405	0.001	0.239	0.014	0	0	0.001	0
KNL25_6_A_25	HETEROZYGOTE	FALL	1	0	0	0		0	0.91	0.042	0.048	0	0	0	0	0
KNL25_6_A_26	HETEROZYGOTE	FALL	1	0	0	0		0	0.001	0	0	0.999	0	0	0	0
KNL25_6_A_27	HETEROZYGOTE	FALL	1	0	0	0		0.015	0.481	0	0.365	0.139	0	0	0	0
KNL25_6_A_28	EARLY	SPRING	0.91	0.07	0.02	0	Feather River Spring	0.093	0.467	0.111	0.001	0.24	0	0.015	0.072	0
KNL25_6_A_29	HETEROZYGOTE	FALL	1	0	0	0		0.025	0.397	0.247	0.047	0.282	0	0	0.001	0
KNL25_6_A_30	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.642	0	0.265	0.09	0	0	0	0
KNL25_6_A_33	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.858	0.142	0	0	0	0	0	0
KNL25_6_A_34																
KNL25_6_A_35	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.953	0	0.043	0.004	0	0	0	0
KNL25_6_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.815	0.161	0.023	0.001	0	0	0	0	0
KNL25_6_X_1	HETEROZYGOTE	FALL	0.93	0	0.07	0		0.039	0.75	0.136	0.003	0.003	0.003	0.067	0	0
KNL25_6_X_4	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
KNL25_7_A_10	HETEROZYGOTE	FALL	0.68	0.32	0	0		0.019	0.006	0.001	0.076	0.574	0	0	0.323	0
KNL25_7_A_14	HETEROZYGOTE	FALL	0.91	0	0.09	0		0.012	0.479	0.281	0.062	0.078	0.001	0.087	0	0
KNL25_7_A_18	HETEROZYGOTE	FALL	1	0	0	0		0	0.022	0	0.867	0.11	0	0	0	0
KNL25_7_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.098	0.032	0	0.006	0.863	0	0	0	0
KNL25_7_A_28	HETEROZYGOTE	FALL	1	0	0	0		0.095	0.143	0.126	0.621	0.016	0	0	0	0
KNL25_7_A_30																
KNL25_7_A_31																
KNL25_7_A_32																
KNL25_7_A_6	HETEROZYGOTE	FALL	1	0	0	0		0.676	0.321	0	0.001	0.002	0	0	0	0
KNL25_7_A_9	HETEROZYGOTE	FALL	0.89	0.11	0	0		0.097	0.029	0	0.681	0.084	0	0	0.109	0
KNL25_7_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.97	0.013	0.011	0.004	0	0	0	0
KNL25_7_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.046	0.132	0.032	0.785	0.005	0	0	0	0
KNL25_7_B_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.693	0.089	0.004	0.061	0.151	0	0	0.001	0
KNL25_8_A_11	LATE	FALL	1	0	0	0		0.011	0.853	0.044	0.09	0	0	0	0.002	0
KNL25_8_A_12	LATE	FALL	1	0	0	0		0.79	0.167	0	0.023	0.02	0	0	0	0
KNL25_8_A_13	LATE	FALL	1	0	0	0		0.281	0.001	0	0.68	0.039	0	0	0	0
KNL25_8_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.136	0.333	0.002	0.301	0.226	0	0	0.002	0
KNL25_8_A_17	LATE	FALL	1	0	0	0		0.015	0.48	0.014	0.01	0.481	0	0	0	0
KNL25_8_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.021	0.003	0	0.951	0.024	0	0	0	0
KNL25_8_A_5	HETEROZYGOTE	FALL	1	0	0	0		0.005	0.237	0.081	0.642	0.035	0	0	0	0
KNL25_8_B_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.022	0.001	0.003	0.974	0	0	0	0
KNL25_8_B_3	HETEROZYGOTE	FALL	1	0	0	0		0.01	0.989	0	0	0	0	0	0	0
KNL25_8_B_5	HETEROZYGOTE	FALL	1	0	0	0		0.032	0.017	0.001	0.947	0.003	0	0	0	0
KNL25_8_B_6	HETEROZYGOTE	FALL	1	0	0	0		0.054	0.887	0.003	0.007	0.049	0	0	0	0
KNL25_8_X_5	HETEROZYGOTE	FALL	1	0	0	0		0.749	0.023	0	0.118	0.11	0	0	0	0
KNL25_9_A_12																
KNL25_9_A_14																
KNL25_9_A_16																
KNL25_9_A_19	LATE	FALL	0.99	0.01	0	0		0.137	0.358	0.01	0.396	0.084	0	0	0.015	0
KNL25_9_A_20	HETEROZYGOTE	FALL	1	0	0	0		0.017	0.403	0.116	0.323	0.138	0	0	0.003	0
KNL25_9_A_28	HETEROZYGOTE	FALL	1	0	0	0		0.016	0.89	0.019	0.002	0.073	0	0	0	0
KNL25_9_A_3																
KNL25_9_A_30	HETEROZYGOTE	FALL	1	0	0	0		0.034	0.788	0	0.048	0.128	0	0	0.001	0
KNL25_9_A_32	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.409	0.405	0.151	0.027	0	0	0	0
KNL25_9_A_34	HETEROZYGOTE	FALL	1	0	0	0		0.008	0.547	0	0.44	0.005	0	0	0	0
KNL25_9_A_35	LATE	FALL	1	0	0	0		0.305	0.178	0.162	0.332	0.021	0	0	0.003	0
KNL25_9_B_3																
KNL25_9_B_7	HETEROZYGOTE	FALL	0.98	0.02	0	0		0.004	0.87	0.108	0.001	0.001	0	0	0.016	0
KNL25_9_B_8	EARLY	SPRING	0.83	0.17	0	0	Feather River Spring	0.369	0.018	0.012	0.232	0.194	0	0	0.174	0
KNL25_9_C_1	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
KNL25_9_C_2	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
KNL25_9_C_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.999	0	0	0	0	0	0.001	0
KNL25_9_X_3	HETEROZYGOTE	FALL	1	0	0	0		0.059	0.651	0.001	0.268	0.021	0	0	0	0
KNL25_9_X_4	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.981	0.004	0.011	0	0.003	0	0	0
KNL25_9_X_5																
TIS25_1_X_1																
TIS25_1_X_2	HETEROZYGOTE	FALL	1	0	0	0		0.142	0.006	0	0.838	0.015	0	0	0	0
TIS25_10_A_2	LATE	FALL	1	0	0	0		0.007	0.542	0.02	0.345	0.086	0	0	0	0
TIS25_10_B_1	LATE	FALL	1	0	0	0		0.004	0.931	0.003	0.004	0.058	0	0	0	0
TIS25_10_C_1	HETEROZYGOTE	FALL	1	0	0	0		0.468	0.488	0.002	0.038	0.004	0	0	0	0
TIS25_11_B_1	LATE	FALL	1	0	0	0		0.014	0.931	0.02	0.032	0.003	0	0	0	0
TIS25_11_C_1	HETEROZYGOTE	FALL	1	0	0	0		0.148	0.032	0.014	0.747	0.06	0	0	0	0
TIS25_11_C_2	LATE	FALL	1	0	0	0		0	0.458	0.003	0.539	0.001	0	0	0	0
TIS25_11_C_3	HETEROZYGOTE	FALL	1	0	0	0		0.005	0.965	0.024	0.002	0.005	0	0	0	0
TIS25_11_C_4	HETEROZYGOTE	FALL	1	0	0	0		0.23	0.308	0	0.064	0.397	0	0	0	0
TIS25_11_C_5	LATE	FALL	1	0	0	0		0.004	0.974	0.005	0.016	0.001	0	0	0	0
TIS25_11_C_9	HETEROZYGOTE	FALL	1	0	0	0		0	0.943	0.019	0.028	0.009	0	0	0.001	0
TIS25_13_C_3	HETEROZYGOTE	FALL	1	0	0	0		0.585	0.164	0.027	0.009	0.214	0	0	0.001	0
TIS25_13_C_4	LATE	FALL	1	0	0	0		0	0.294	0	0.02	0.685	0	0	0	0
TIS25_13_C_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.8	0.001	0.173	0.026	0	0	0	0
TIS25_13_D_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.066	0.703	0.196	0.016	0.019	0	0	0	0
TIS25_13_D_3	LATE	FALL	1	0	0	0		0.032	0.967	0.001	0	0	0	0	0	0
TIS25_13_D_4																
TIS25_13_D_5	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.92	0.047	0.001	0.03	0	0	0	0
TIS25_14_B_1																
TIS25_14_C_1																
TIS25_14_C_2																
TIS25_14_D_1	HETEROZYGOTE	FALL	0.89	0.11	0	0		0.695	0.022	0.007	0.159	0.005	0	0	0.113	0
TIS25_14_D_2	EARLY	SPRING	1	0	0	0	Feather River Spring	0.099	0.755	0.002	0.073	0.072	0	0	0	0
TIS25_14_D_3																
TIS25_14_D_4	HETEROZYGOTE	FALL	1	0	0	0		0.009	0.505	0.007	0.11	0.369	0	0	0	0
TIS25_14_D_5																
TIS25_3_X_2																
TIS25_3_X_3	HETEROZYGOTE	FALL	1	0	0	0		0.965	0.008	0	0.026	0.001	0	0	0	0
TIS25_3_X_4	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_3_X_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.934	0	0.035	0.031	0	0	0	0
TIS25_4_X_1	LATE	FALL	1	0	0	0		0.203	0.352	0.042	0.322	0.078	0	0	0.003	0
TIS25_4_X_2	HETEROZYGOTE	FALL	1	0	0	0		0.055	0.837	0.003	0.085	0.02	0	0	0	0
TIS25_4_X_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.607	0.21	0	0.182	0	0	0	0.001	0
TIS25_4_X_4	HETEROZYGOTE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_4_X_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.195	0.8	0	0.003	0	0	0	0
TIS25_5_A_1	HETEROZYGOTE	FALL	1	0	0	0		0	0.606	0.382	0.011	0	0	0.001	0	0
TIS25_5_A_10	HETEROZYGOTE	FALL	1	0	0	0		0.012	0.428	0.312	0.222	0.027	0	0	0	0
TIS25_5_A_11	EARLY	SPRING	1	0	0	0	Feather River Spring	0.186	0.5	0.085	0.175	0.053	0	0	0	0
TIS25_5_A_12	LATE	FALL	0.9	0.1	0	0		0.001	0.361	0.001	0.525	0.013	0	0	0.099	0
TIS25_5_A_13	HETEROZYGOTE	FALL	1	0	0	0		0	0.072	0	0.654	0.273	0	0	0	0
TIS25_5_A_14	EARLY	SPRING	1	0	0	0	Feather River Spring	0.003	0.993	0.002	0.002	0	0	0	0	0
TIS25_5_A_15	HETEROZYGOTE	FALL	1	0	0	0		0.017	0.912	0	0.002	0.07	0	0	0	0
TIS25_5_A_16	LATE	FALL	1	0	0	0		0.029	0.017	0	0.955	0	0	0	0	0
TIS25_5_A_17	HETEROZYGOTE	FALL	0.97	0.03	0	0		0.744	0.151	0	0.068	0.004	0	0	0.032	0
TIS25_5_A_18	HETEROZYGOTE	FALL	1	0	0	0		0.746	0.037	0	0	0.217	0	0	0	0
TIS25_5_A_2	HETEROZYGOTE	FALL	1	0	0	0		0.012	0.624	0.361	0.001	0.001	0	0	0	0
TIS25_5_A_20	EARLY	SPRING	1	0	0	0	Feather River Spring	0.005	0.717	0.172	0.018	0.084	0.002	0	0	0
TIS25_5_A_21	HETEROZYGOTE	FALL	1	0	0	0		0.062	0.928	0.001	0.007	0.001	0	0	0.002	0
TIS25_5_A_22	LATE	FALL	1	0	0	0		0.965	0.028	0.006	0	0	0	0	0	0
TIS25_5_A_23	HETEROZYGOTE	FALL	0.94	0.06	0	0		0.103	0.649	0.014	0	0.172	0	0	0.063	0
TIS25_5_A_24	EARLY	SPRING	0.07	0	0.93	0	MillDeerSp	0.018	0.049	0.001	0.001	0.001	0.012	0.917	0	0
TIS25_5_A_25	LATE	FALL	1	0	0	0		0.071	0.642	0	0.265	0.021	0	0	0.002	0
TIS25_5_A_26	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.024	0	0.957	0.017	0	0	0	0
TIS25_5_A_27	LATE	FALL	1	0	0	0		0.339	0.009	0	0	0.65	0	0	0.002	0
TIS25_5_A_28	LATE	FALL	1	0	0	0		0	0.993	0.001	0.003	0.003	0	0	0	0
TIS25_5_A_29	HETEROZYGOTE	FALL	1	0	0	0		0.842	0.008	0.001	0.149	0	0	0	0	0
TIS25_5_A_3	EARLY	SPRING	1	0	0	0	Feather River Spring	0.002	0.011	0	0.064	0.923	0	0	0.001	0
TIS25_5_A_30	HETEROZYGOTE	FALL	1	0	0	0		0.526	0.119	0.002	0.007	0.345	0	0.001	0	0
TIS25_5_A_31	EARLY	SPRING	1	0	0	0	Feather River Spring	0.001	0.992	0.001	0.005	0	0	0	0	0
TIS25_5_A_32	EARLY	SPRING	0.83	0	0.17	0	Feather River Spring	0	0.81	0.018	0.006	0	0.166	0	0	0
TIS25_5_A_33	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.828	0.104	0	0.066	0	0	0	0
TIS25_5_A_34	HETEROZYGOTE	FALL	1	0	0	0		0.572	0.376	0.031	0.019	0	0	0	0.002	0
TIS25_5_A_35	LATE	FALL	0.74	0.26	0	0		0.009	0.644	0.08	0.005	0.004	0	0	0.257	0
TIS25_5_A_4	HETEROZYGOTE	FALL	1	0	0	0		0	0.477	0.411	0.112	0	0	0	0	0
TIS25_5_A_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.866	0	0.02	0.113	0	0	0.001	0
TIS25_5_A_7	HETEROZYGOTE	FALL	1	0	0	0		0.001	0.996	0.001	0	0.002	0	0	0	0
TIS25_5_A_8	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.968	0	0.016	0.01	0	0	0	0
TIS25_5_A_9	LATE	FALL	1	0	0	0		0.056	0.092	0.022	0.013	0.814	0	0	0.003	0
TIS25_5_B_1	HETEROZYGOTE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_10	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_2	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_3	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_4	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_5	HETEROZYGOTE	FALL	1	0	0	0		0	0.001	0.999	0	0	0	0	0	0
TIS25_5_B_6	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_7	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_B_8	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.366	0.632	0.002	0	0	0	0	0
TIS25_5_B_9	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_C_1	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_C_2	HETEROZYGOTE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_C_3	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_C_4	HETEROZYGOTE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_C_5	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_C_6	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_D_1	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_D_2	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_D_3	EARLY	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_X_1	HETEROZYGOTE	FALL	1	0	0	0		0.018	0.929	0	0.03	0.024	0	0	0	0
TIS25_5_X_2	HETEROZYGOTE	FALL	1	0	0	0		0.03	0.001	0	0.003	0.966	0	0	0	0
TIS25_5_X_3	HETEROZYGOTE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_5_X_4	LATE	FALL	1	0	0	0		0.001	0.995	0	0	0.004	0	0	0	0
TIS25_5_X_5	EARLY	SPRING	1	0	0	0	Feather River Spring	0	0.004	0.955	0.02	0.022	0	0	0	0
TIS25_6_A_1	LATE	FALL	1	0	0	0		0.001	0.163	0.831	0.006	0	0	0	0	0
TIS25_6_A_11	HETEROZYGOTE	FALL	1	0	0	0		0.248	0.729	0	0.005	0.017	0	0	0.001	0
TIS25_6_A_12	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.733	0.022	0.003	0.237	0	0	0	0
TIS25_6_A_15	HETEROZYGOTE	FALL	0.97	0.02	0.01	0		0.196	0.213	0.053	0.301	0.211	0	0.006	0.021	0
TIS25_6_A_17	HETEROZYGOTE	FALL	1	0	0	0		0.013	0.95	0.007	0.005	0.026	0	0	0	0
TIS25_6_A_18	HETEROZYGOTE	FALL	1	0	0	0		0.029	0.021	0	0.924	0.026	0	0	0	0
TIS25_6_A_2	HETEROZYGOTE	FALL	1	0	0	0		0	0.935	0	0.061	0.003	0	0	0.001	0
TIS25_6_A_22	EARLY	SPRING	1	0	0	0	Feather River Spring	0.296	0.147	0	0.552	0.006	0	0	0	0
TIS25_6_A_24	HETEROZYGOTE	FALL	1	0	0	0		0.028	0.285	0.01	0.04	0.637	0	0	0	0
TIS25_6_A_25	LATE	FALL	1	0	0	0		0	0.929	0.005	0.003	0.064	0	0	0	0
TIS25_6_A_29	HETEROZYGOTE	FALL	1	0	0	0		0	0.736	0	0.257	0.007	0	0	0	0
TIS25_6_A_3																
TIS25_6_A_30	LATE	FALL	1	0	0	0		0.122	0.564	0.302	0.003	0.007	0	0	0.002	0
TIS25_6_A_31	HETEROZYGOTE	FALL	1	0	0	0		0	0.636	0.356	0.003	0.004	0	0	0	0
TIS25_6_A_34	HETEROZYGOTE	FALL	1	0	0	0		0.819	0.085	0.057	0.031	0.008	0	0	0	0
TIS25_6_A_4	HETEROZYGOTE	FALL	0.99	0.01	0	0		0.003	0.823	0.125	0.034	0.003	0	0	0.012	0
TIS25_6_A_7	HETEROZYGOTE	FALL	1	0	0	0		0	0.001	0	0.009	0.989	0	0	0	0
TIS25_6_A_8	HETEROZYGOTE	FALL	1	0	0	0		0	0.568	0	0.406	0.026	0	0	0	0
TIS25_6_A_9	HETEROZYGOTE	FALL	1	0	0	0		0.011	0.951	0	0.037	0	0	0	0	0
TIS25_6_B_1	HETEROZYGOTE	FALL	1	0	0	0		0.018	0.329	0.618	0.032	0.002	0	0	0	0
TIS25_6_B_2	HETEROZYGOTE	FALL	1	0	0	0		0.006	0.701	0.218	0.031	0.043	0	0	0	0
TIS25_6_X_1	HETEROZYGOTE	FALL	1	0	0	0		0.127	0.379	0	0.291	0.203	0	0	0	0
TIS25_6_X_2	HETEROZYGOTE	FALL	1	0	0	0		0.179	0.457	0.002	0.264	0.098	0	0	0	0
TIS25_6_X_4	LATE	FALL	1	0	0	0		0.002	0.781	0.016	0.023	0.175	0	0	0.002	0
TIS25_6_X_5	LATE	FALL	1	0	0	0		0.638	0.356	0.002	0.003	0.001	0	0	0	0
TIS25_7_A_1	EARLY	SPRING	1	0	0	0	Feather River Spring	0.037	0.43	0.01	0.257	0.262	0	0	0.003	0
TIS25_7_A_10	LATE	FALL	1	0	0	0		0.003	0.53	0.012	0.183	0.272	0	0	0	0
TIS25_7_A_13	LATE	FALL	1	0	0	0		0.036	0.848	0.009	0.106	0.002	0	0	0	0
TIS25_7_A_17	LATE	WINTER	0	0	0	1		0	0	0	0	0	0	0	0	1
TIS25_7_A_19	HETEROZYGOTE	FALL	1	0	0	0		0.614	0.08	0	0.166	0.139	0	0	0.001	0
TIS25_7_A_20	LATE	FALL	1	0	0	0		0.302	0.684	0	0.012	0.001	0	0	0	0
TIS25_7_A_22	LATE	FALL	1	0	0	0		0.096	0.028	0.019	0.854	0.002	0	0	0	0
TIS25_7_A_24	HETEROZYGOTE	FALL	1	0	0	0		0	0.956	0.013	0.011	0.02	0	0	0	0
TIS25_7_A_28	HETEROZYGOTE	FALL	1	0	0	0		0.065	0.4	0	0.418	0.116	0	0	0.001	0
TIS25_7_A_34	HETEROZYGOTE	FALL	1	0	0	0		0.002	0.116	0.111	0.718	0.051	0	0.001	0	0
TIS25_7_A_35	LATE	FALL	1	0	0	0		0.022	0.008	0	0.637	0.333	0	0	0	0
TIS25_7_A_4	HETEROZYGOTE	SPRING	0	0	1	0	MillDeerSp	0	0.004	0.001	0	0	0	0.995	0	0
TIS25_7_A_5	HETEROZYGOTE	FALL	1	0	0	0		0.055	0.613	0.005	0.05	0.271	0.001	0	0.004	0
